url,STRING : publisher,STRING : genre,STRING : developer,STRING : esrb
videogame/www.games.net/ps2_104888_espn-nba-2night.html,: Konami,: Sports,: Konami,: Everyone
videogame/www.games.net/ds_140721_brain-assist.html,: Sega,: Puzzle,: Sega,: Everyone
videogame/www.games.net/ps2_106818_amped.html,: N/A,: Action,: N/A,: R/P
videogame/www.games.net/gamecube_106444_ikaruga.html,: Treasure,: Action,: Atari,: Everyone
videogame/www.games.net/psp_108826_rengoku-the-tower-of-purgatory.html,: Konami Digital Entertainment,: Action,: Hudson Soft,: Mature
videogame/www.games.net/wii_130821_crash-of-the-titans.html,: Sierra,: Action,: Radical Entertainment,: Everyone
videogame/www.games.net/ps2_104753_dynasty-warriors-2.html,: Koei,: Action,: Koei,: Teen
videogame/www.games.net/wii_140741_major-minors-majestic-march.html,: Majesco,: Family,: Nana-On-Sha,: R/P
videogame/www.games.net/gamecube_106648_p-n-03.html,: Capcom,: Action,: Capcom,: Teen
videogame/www.games.net/ds_140901_pokemon-mystery-dungeon-explorers-of-time.html,: NINTENDO,: RPG,: Chun Soft,: R/P
videogame/www.games.net/wii_134621_mario-kart-wii.html,: Nintendo,: Driving,: Nintendo,: Everyone
videogame/www.games.net/ps2_130841_naruto-uzumaki-chronicles-2.html,: Namco Bandai Games,: Action,: Calvia Inc.,: Teen
videogame/www.games.net/ps2_105935_tribes-aerial-assault.html,: Inevitable Entertainment,: Action,: Sierra,: Teen
videogame/www.games.net/wii_142163_simcity-creator.html,: EA,: Simulation,: EA,: R/P
videogame/www.games.net/ps2_107913_sly-2-band-of-thieves.html,: Sony,: Adventure,: Sucker Punch,: Everyone
videogame/www.games.net/ps2_108809_cold-fear.html,: Darkworks,: Action,: Ubisoft,: Mature
videogame/www.games.net/ds_120547_need-for-speed-carbon.html,: EA Games,: Driving,: EA Canada,: Everyone 10 and Older
videogame/www.games.net/psp_134921_spider-man-friend-or-foe.html,: Activision,: Action,: Artificial Mind + Movement,: R/P
videogame/www.games.net/ds_133262_geometry-wars-galaxies.html,: Sierra,: Action,: Sierra,: Everyone
videogame/www.games.net/psp_135184_beowulf.html,: Ubisoft,: Action,: Ubisoft,: Mature
videogame/www.games.net/psp_113163_street-fighter-alpha-3-max.html,: Capcom,: Fighting,: Capcom,: Teen
videogame/www.games.net/wii_140043_lego-indiana-jones-the-videogame.html,: LucasArts,: Adventure,: Traveller's Tales,: Everyone
videogame/www.games.net/ps2_111341_shin-megami-tensei-digital-devil-saga-2.html,": Atlus USA, Inc.",: RPG,: Atlus,: R/P
videogame/www.games.net/ps2_107864_killer-7.html,: Capcom,: Action,: Capcom,: R/P
videogame/www.games.net/gamecube_107692_tom-and-jerry.html,: N/A,: Action,: N/A,: R/P
videogame/www.games.net/psp_109601_namco-museum-battle-collection.html,: Namco,: Action,: Namco,: Everyone
videogame/www.games.net/ps2_106826_conflict-zone.html,: N/A,: Strategy,: Ubi Soft,: Teen
videogame/www.games.net/psp_131521_7-wonders.html,: Mumbo Jumbo,: Puzzle,: TBA,: R/P
videogame/www.games.net/ps2_104544_oddworld-munchs-odysee.html,: Oddworld Inhabitants,: Adventure,: Infogrames,: R/P
videogame/www.games.net/ps2_130401_stuntman-ignition.html,: THQ,: Driving,: Paradigm Entertainment,: Teen
videogame/www.games.net/ps2_130567_ncaa-football-08.html,: EA Sports,: Sports,: EA Tiburon,: Everyone
videogame/www.games.net/ps2_110706_taxi-driver.html,: Majesco,: Action,: Papaya Studios,: R/P
videogame/www.games.net/gamecube_110930_wwe-day-of-reckoning-2.html,: THQ,: Sports,: Yuke's,: R/P
videogame/www.games.net/ps2_105201_prisoner-of-war.html,: Wide Games,: Action,: Codemasters,: R/P
videogame/www.games.net/psp_113961_steel-horizon.html,: Konami Digital Entertainment,: Strategy,: Konami,: R/P
videogame/www.games.net/wii_142042_madworld.html,: Sega,: Action,: Platinum Games,: R/P
videogame/www.games.net/wii_124485_spongebob-squarepants-creature-from-the-krusty-krab.html,: THQ,: Family,: Blitz Games,: R/P
videogame/www.games.net/ps2_105303_dark-angel-vampire-apocalypse.html,: Metro3D,: Action,: Metro3D,: Teen
videogame/www.games.net/ps2_109785_dragon-ball-z-budokai-tenkaichi.html,: Atari,: Action,: Spike,: Teen
videogame/www.games.net/ds_142331_puzzle-quest-galactrix.html,: D3 Publisher,: Puzzle,: Infinite Interactive,: R/P
videogame/www.games.net/ds_141990_line-rider-2-unbound.html,: Bostjan Cadez,: Simulation,: Bostjan Cadez,: Everyone
videogame/www.games.net/ds_125161_mega-man-star-force.html,: Capcom,: RPG,: Capcom,: Everyone
videogame/www.games.net/ds_141926_gauntlet.html,: Eidos,: RPG,: Backbone Entertainment,: R/P
videogame/www.games.net/wii_141262_x-blades.html,: SouthPeak Interactive,: Action,: TopWare Interactive,: R/P
videogame/www.games.net/ds_120461_gopets.html,: Konami,: Simulation,: 1st Playable Productions,: R/P
videogame/www.games.net/psp_120341_death-jr-2-root-of-evil.html,: Konami,: Adventure,: Backbone Entertainment,: R/P
videogame/www.games.net/psp_119221_gitaroo-man-lives.html,: Koei,: Action,: Koei,: R/P
videogame/www.games.net/ds_111082_top-gun.html,: Mastiff,: Simulation,: TBA,: R/P
videogame/www.games.net/psp_141461_dungeon-explorer-warriors-of-ancient-arts.html,: Hudson,: RPG,: Hudson Soft,: Teen
videogame/www.games.net/ps2_109489_the-sims-2.html,: EA,: Simulation,: Maxis,: Teen
videogame/www.games.net/ps2_107040_unlimited-saga.html,: Square Enix,: RPG,: Square,: Teen
videogame/www.games.net/wii_140121_endless-ocean.html,: Nintendo,: Simulation,: Arika,: Everyone
videogame/www.games.net/gamecube_108197_paper-mario-the-thousand-year-door.html,: Intelligent Systems,: RPG,: Nintendo,: Everyone
videogame/www.games.net/psp_128801_crush.html,: Sega,: Puzzle,: Kuju Entertainment,: R/P
videogame/www.games.net/psp_132823_sega-rally-revo.html,: Sega,: Driving,: Sega,: R/P
videogame/www.games.net/psp_135702_brave-story-new-traveler.html,: SCEA,: RPG,: XSeed Games,: Everyone 10 and Older
videogame/www.games.net/wii_136261_surfs-up.html,: Ubisoft,: Sports,: Ubisoft Montreal,: Everyone 10 and Older
videogame/www.games.net/psp_127302_300-march-to-glory.html,: Warner Bros. Interactive Entertainment,: Action,: Warner Bros. Interactive Entertainment,: Mature
videogame/www.games.net/ps2_106283_soul-calibur-ii.html,: Namco,: Fighting,: Namco,: Teen
videogame/www.games.net/gamecube_109494_medal-of-honor-european-assault.html,: EA,: Action,: EA,: R/P
videogame/www.games.net/ps2_126621_shining-force-exa.html,: Sega,: RPG,: Sega,: R/P
videogame/www.games.net/ps2_107340_mojo.html,: N/A,: Action,: Crave Entertainment,: Everyone
videogame/www.games.net/psp_115264_marvel-ultimate-alliance.html,: Activision,: RPG,: Raven Software,: Teen
videogame/www.games.net/ps2_107856_lifeline.html,: Sony Computer Entertainment Inc.,: Adventure,: Konami Digital Entertainment America,: Mature
videogame/www.games.net/ps2_107918_fight-club.html,: N/A,: Fighting,: Agetec,: R/P
videogame/www.games.net/ps2_108615_lord-of-the-rings-the-third-age.html,: EA Games,: RPG,: EA Games,: Teen
videogame/www.games.net/wii_142281_space-chimps.html,: Warner Bros. Interactive Entertainment,: Adventure,: Brash Entertainment,: R/P
videogame/www.games.net/gamecube_106794_marvel-wolverine-x-pad.html,: N/A,: Action,: Naki,: R/P
videogame/www.games.net/ps2_113901_karaoke-revolution-country.html,: Konami Digital Entertainment,: Simulation,: Harmonix Music Systems,: Everyone 10 and Older
videogame/www.games.net/gamecube_106209_spyro-enter-the-dragonfly.html,: Equinox Entertainment,: Adventure,: Universal Interactive,: Everyone
videogame/www.games.net/ps2_141542_speed-racer.html,: Warner Bros. Interactive Entertainment,: Driving,: Sidhe Interactive,: Everyone
videogame/www.games.net/ps2_106978_blowout-military-fighting-unit.html,: N/A,: Action,: Majesco,: R/P
videogame/www.games.net/gamecube_106466_madden-nfl-2004.html,: EA,: Sports,: EA Sports,: Everyone
videogame/www.games.net/ds_135703_bleach-the-blade-of-fate.html,: Sega,: Fighting,: Treasure,: Teen
videogame/www.games.net/gamecube_112225_karaoke-revolution-party.html,: Konami,: Simulation,: Harmonix,: R/P
videogame/www.games.net/ps2_105969_nba-2k3.html,: Visual Concepts,: Sports,: Sega,: Everyone
videogame/www.games.net/ds_113602_worms-open-warfare.html,: THQ,: Strategy,: Team 17,: R/P
videogame/www.games.net/gamecube_107661_the-hobbit.html,: Inevitable Entertainment,: Action,: Vivendi Universal,: Everyone
videogame/www.games.net/ps2_108258_ghosthunter.html,: SCEE,: Action,: Namco,: Teen
videogame/www.games.net/ps2_105697_britneys-dance-beat.html,: THQ,: Family,: Metro,: Everyone
videogame/www.games.net/gamecube_106462_the-suffering.html,: N/A,: Action,: Midway Home Entertainment,: Mature
videogame/www.games.net/ps2_105359_top-gun-combat-zones.html,: Digital Integration,: Fly,: Titus,: Teen
videogame/www.games.net/wii_139821_battle-of-the-bands.html,: THQ,: Simulation,: Planet Moon,: Teen
videogame/www.games.net/ps2_107211_lethal-skies-ii.html,: Asmik Ace Entertainment,: Action,: Sammy Studios,: Everyone
videogame/www.games.net/psp_112021_juiced-eliminator.html,: THQ,: Driving,: Juice Games,: R/P
videogame/www.games.net/ds_142229_a-witchs-tale.html,: Hitmaker,: RPG,: NIS America,: R/P
videogame/www.games.net/gamecube_106757_hulk.html,: Radical Entertainment,: Action,: Universal Interactive,: Teen
videogame/www.games.net/ps2_104984_mtv-music-generator-2-0.html,: Jester Interactive,: Simulation,: Codemasters,: Everyone
videogame/www.games.net/ps2_108183_shin-megami-tensei-nocturne.html,: Atlus,: RPG,: Atlus,: R/P
videogame/www.games.net/psp_139221_the-simpsons-game.html,: EA,: Adventure,: EA Redwood Shores,: Teen
videogame/www.games.net/ps2_138201_puzzle-quest-challenge-of-the-warlords.html,: D3 Publisher,: Puzzle,: Infinite Interactive,: Everyone 10 and Older
videogame/www.games.net/psp_108941_untold-legends-brotherhood-of-the-blade.html,: Sony Online Entertainment,: RPG,: Sony Online Entertainment,: Teen
videogame/www.games.net/ps2_131961_fatal-fury-battle-archives-volume-1.html,: SNK Playmore,: Fighting,: SNK Playmore,: Teen
videogame/www.games.net/gamecube_106625_oc-racing.html,: Jaleco,: Driving,: Jaleco,: R/P
videogame/www.games.net/gamecube_105227_kameo-elements-of-power.html,: Rare,: Adventure,: Nintendo,: R/P
videogame/www.games.net/ds_135201_insecticide.html,: Gamecock,: Adventure,: Crackpot Ent.,: R/P
videogame/www.games.net/gamecube_108298_star-fox-2.html,: N/A,: Action,: N/A,: R/P
videogame/www.games.net/ds_140061_lego-indiana-jones-the-videogame.html,: LucasArts,: Adventure,: Traveller's Tales,: Everyone
videogame/www.games.net/wii_117883_happy-feet.html,: Midway,: Action,: A2M,: Everyone
videogame/www.games.net/psp_126301_gurumin.html,: Falcom,: RPG,: Mastiff,: Everyone
videogame/www.games.net/ds_142148_super-dodgeball-brawlers.html,: Aksys Games,: Sports,: Million,: Everyone
videogame/www.games.net/gamecube_106336_army-men-rts.html,: N/A,: Strategy,: 3DO,: R/P
videogame/www.games.net/ps2_108833_mortal-kombat-shaolin-monks.html,: Midway,: Action,: Paradox,: Mature
videogame/www.games.net/ps2_108049_shrek-2.html,: Luxoflux,: Action,: Activision,: Everyone
videogame/www.games.net/gamecube_108107_advance-wars-under-fire.html,: Nintendo,: Strategy,: N/A,: Everyone
videogame/www.games.net/gamecube_107784_1080-avalanche.html,: Nintendo,: Sports,: Nintendo,: Everyone
videogame/www.games.net/gamecube_107677_james-bond-007-everything-or-nothing.html,: EA Games,: Action,: EA Games,: Teen
videogame/www.games.net/wii_142215_spider-man-web-of-shadows.html,: Activision,: Action,: Shaba Games,: Teen
videogame/www.games.net/wii_132801_madden-nfl-08.html,: EA,: Sports,: EA,: Everyone
videogame/www.games.net/ps2_106158_everblue-2.html,: Arika,: Adventure,: Capcom,: Everyone
videogame/www.games.net/ds_115626_sudoku-gridmaster.html,: NINTENDO,: Puzzle,: Hudson,: R/P
videogame/www.games.net/ds_134261_ratatouille.html,: THQ,: Adventure,: THQ,: Everyone
videogame/www.games.net/ps2_106164_dragon-ball-z-budokai.html,: Dimps,: Fighting,: Infogrames,: Teen
videogame/www.games.net/ds_130564_looney-tunes-duck-amuck.html,: Warner Bros. Interactive Entertainment,: Adventure,: Way Forward,: R/P
videogame/www.games.net/ps2_106685_psi-ops-the-mindgate-conspiracy.html,: Midway,: Action,: Midway,: Mature
videogame/www.games.net/ps2_107968_siren.html,: Sony,: Adventure,: Sony,: Mature
videogame/www.games.net/ps2_104607_summoner.html,: Volition,: RPG,: THQ,: R/P
videogame/www.games.net/ps2_106569_space-race.html,: N/A,: Sports,: Infogrames,: Everyone
videogame/www.games.net/ps2_105756_nfl-2k3.html,: Visual Concepts,: Sports,: Sega Sports,: Everyone
videogame/www.games.net/psp_142371_patapon-2.html,: Sony Computer Entertainment Inc.,: Puzzle,: Sony,: R/P
videogame/www.games.net/gamecube_106939_tony-hawks-underground.html,: N/A,: Sports,: N/A,: R/P
videogame/www.games.net/wii_142298_final-fantasy-fables-chocobos-dungeon.html,: Square Enix,: Adventure,: Square Enix,: Everyone 10 and Older
videogame/www.games.net/ps2_140761_persona-3-fes.html,": Atlus USA, Inc.",: RPG,: Atlus,: Mature
videogame/www.games.net/ps2_106059_fifa-soccer-2003.html,: EA Canada,: Sports,: EA Sports,: Everyone
videogame/www.games.net/ds_142125_dragon-quest-vi-realms-of-reverie.html,: Square Enix,: RPG,: Square Enix,: Everyone 10 and Older
videogame/www.games.net/ps2_107416_mobile-suit-gundam-encounters-in-space.html,: Bandai,: Action,: Bandai,: R/P
videogame/www.games.net/gamecube_109541_harry-potter-and-the-goblet-of-fire.html,: EA,: Adventure,: EA,: Everyone 10 and Older
videogame/www.games.net/gamecube_106378_tube-slider.html,: Capcom,: Driving,: Capcom,: Everyone
videogame/www.games.net/ds_109486_the-sims-2.html,: EA,: Simulation,: Maxis,: Everyone
videogame/www.games.net/ps2_107077_fifa-soccer-2004.html,: EA Canada,: Sports,: EA Sports,: Everyone
videogame/www.games.net/gamecube_105216_super-smash-bros-melee.html,: Nintendo,: Fighting,: Nintendo,: Teen
videogame/www.games.net/ps2_105055_red-faction.html,: Volition,: Action,: THQ,: Mature
videogame/www.games.net/ps2_106511_mcfarlanes-monsters.html,: N/A,: Action,: Konami,: R/P
videogame/www.games.net/ds_133962_bee-movie.html,: Activision,: Action,: Activision,: Teen
videogame/www.games.net/ps2_105462_all-star-baseball-2003.html,: Acclaim,: Sports,: Acclaim,: Everyone
videogame/www.games.net/psp_134521_star-wars-battlefront-renegade-squadron.html,: LucasArts,: Action,: LucasArts,: R/P
videogame/www.games.net/ps2_108607_jimmy-neutron-attack-twonkies.html,: N/A,: Action,: N/A,: R/P
videogame/www.games.net/ds_142425_guinness-world-records.html,: Warner Bros. Interactive Entertainment,: Family,: TT Games,: R/P
videogame/www.games.net/gamecube_106943_ssx-3.html,: EA Canada,: Sports,: Electronic Arts,: Everyone
videogame/www.games.net/psp_113201_pinball-hall-of-fame.html,: Crave,: Simulation,: Crave,: Everyone
videogame/www.games.net/wii_131522_rayman-raving-rabbids-2.html,: Ubisoft,: Action,: Ubisoft,: R/P
videogame/www.games.net/gamecube_109810_spartan-total-warrior.html,: Sega,: Action,: Creative Assembly,: R/P
videogame/www.games.net/ps2_109103_trapt.html,: Tecmo,: Action,: Tecmo,: R/P
videogame/www.games.net/wii_130153_mysims.html,: EA,: Simulation,: EA,: Everyone
videogame/www.games.net/ds_136161_luminous-arc.html,: Atlus,: RPG,: Atlus,: Teen
videogame/www.games.net/gamecube_125121_mlb-2k6.html,: 2K Sports,: Sports,: 2K Sports,: Everyone
