url,STRING : publisher,STRING : genre,STRING : esrb
videogame/www.gamequestdirect.com/045496734886.html,Nintendo,Game Boy Advance > Puzzle,Rated E
videogame/www.gamequestdirect.com/047875830950.html,Ubisoft,Xbox 360 > Sports,
videogame/www.gamequestdirect.com/01463314429.html,Electronic Arts,Playstation 2 > Fighting,Rated T
videogame/www.gamequestdirect.com/65955667888.html,Microsoft,Microsoft Xbox > Accessory,
videogame/www.gamequestdirect.com/031719191581.html,Midway,Game Boy Advance > Family,Rated E
videogame/www.gamequestdirect.com/742725238794.html,Atari,Game Boy Advance > Racing,Rated E
videogame/www.gamequestdirect.com/00888813007.html,Ubisoft,Nintendo 64 > Platform,Rated E
videogame/www.gamequestdirect.com/008888512141.html,Ubisoft,Microsoft Xbox > Shooters,Rated M
videogame/www.gamequestdirect.com/662248904092.html,Square Enix,Playstation 2 > Role Playing,
videogame/www.gamequestdirect.com/010086670011.html,Sega,Nintendo DS > Platform,Rated E
videogame/www.gamequestdirect.com/710425292590.html,Rockstar Games,Microsoft Xbox > Adventure,
videogame/www.gamequestdirect.com/710425299636.html,2K Games,Xbox 360 > Action Adventure,Rated M
videogame/www.gamequestdirect.com/04549696004.html,Nintendo,GameCube > Sports,
videogame/www.gamequestdirect.com/047875754355.html,Activision,Playstation 3 > Action Adventure,Rated T
videogame/www.gamequestdirect.com/853466001087.html,XSeed JKS,Sony PSP > Strategy,Rated E10
videogame/www.gamequestdirect.com/013388350018.html,Capcom,Nintendo WII > Action Adventure,
videogame/www.gamequestdirect.com/010086640311.html,Sega,Microsoft Xbox > Fighting,Rated T
videogame/www.gamequestdirect.com/045496734992.html,Nintendo,Nintendo DS > Platform,Rated E
videogame/www.gamequestdirect.com/722674100601.html,Namco Bandai Games,Playstation 2 > Adventure,Rated T
videogame/www.gamequestdirect.com/014633158724.html,EA Sports,GameCube > Sports,Rated E
videogame/www.gamequestdirect.com/02062671647.html,Vivendi Universal,Playstation 2 > Platform,Rated E
videogame/www.gamequestdirect.com/00888814020.html,Ubisoft,Game Boy Advance > Family,Rated E
videogame/www.gamequestdirect.com/047875809970.html,Activision,Playstation 2 > Action,Rated M
videogame/www.gamequestdirect.com/827912011005.html,E-Real Games.,Universal > Accessory,
videogame/www.gamequestdirect.com/08371718009.html,Midway,Nintendo 64 > Role Playing,Rated T
videogame/www.gamequestdirect.com/01338828012.html,Capcom,Game Boy Advance > Puzzle,Rated E
videogame/www.gamequestdirect.com/00888815015.html,Ubisoft,GameCube > Fighting,Rated T
videogame/www.gamequestdirect.com/74272522405.html,Atari,Playstation > Family,
videogame/www.gamequestdirect.com/00888814024.html,Ubisoft,Game Boy Advance > Strategy,
videogame/www.gamequestdirect.com/013388270064.html,Capcom,Sony PSP > Family,
videogame/www.gamequestdirect.com/03226480015.html,Nintendo,Game Boy Color > Sports,Rated E
videogame/www.gamequestdirect.com/03171926871.html,Midway,Playstation 2 > Role Playing,
videogame/www.gamequestdirect.com/708056510565.html,Pelican,Game Boy Color > Accessory,
videogame/www.gamequestdirect.com/804926056277.html,Intec,Nintendo WII > Accessory,
videogame/www.gamequestdirect.com/722674700221.html,Namco Bandai Games,Nintendo DS > Role Playing,Rated E
videogame/www.gamequestdirect.com/013388270149.html,Capcom,Sony PSP > Action,Rated T
videogame/www.gamequestdirect.com/71171971992.html,Sony Computer Entertainment,Playstation 2 > Platform,Rated T
videogame/www.gamequestdirect.com/01338821011.html,Capcom,Playstation > Action Adventure,Rated E
videogame/www.gamequestdirect.com/014633155815.html,Electronic Arts,Xbox 360 > Sports,Rated E
videogame/www.gamequestdirect.com/75291947052.html,THQ,Playstation > Family,
videogame/www.gamequestdirect.com/014633151220.html,Electronic Arts,Sony PSP > Racing,Rated E
videogame/www.gamequestdirect.com/03171926892.html,Midway,Playstation 2 > Action,Rated T
videogame/www.gamequestdirect.com/096427013259.html,Majesco,GameCube > Adventure,
videogame/www.gamequestdirect.com/045496890056.html,Nintendo,Nintendo WII > Accessory,
videogame/www.gamequestdirect.com/083717250333.html,Konami,Microsoft Xbox > Music Dancing,Rated E
videogame/www.gamequestdirect.com/047875753334.html,Activision,Nintendo WII > Hunting Fishing,Rated E
videogame/www.gamequestdirect.com/031719269846.html,Midway,Sony PSP > Racing,
videogame/www.gamequestdirect.com/014633149746.html,Electronic Arts,Playstation 2 > Action,
videogame/www.gamequestdirect.com/013388200047.html,Capcom,GameCube > Action,Rated M
videogame/www.gamequestdirect.com/047875809932.html,Activision,Nintendo DS > Family,
videogame/www.gamequestdirect.com/014633158717.html,Electronic Arts,Xbox 360 > Music Dancing,Rated T
videogame/www.gamequestdirect.com/047875807211.html,Activision,Game Boy Advance > Family,Rated E
videogame/www.gamequestdirect.com/01463314470.html,Electronic Arts,GameCube > Action,Rated T
videogame/www.gamequestdirect.com/023272328351.html,Lucas Arts,Playstation 2 > Shooters,Rated T
videogame/www.gamequestdirect.com/014633154085.html,Electronic Arts,Playstation 2 > Sports,Rated E
videogame/www.gamequestdirect.com/04019800113.html,Koei,Playstation 2 > Music Dancing,
videogame/www.gamequestdirect.com/00888814030.html,Ubisoft,Game Boy Advance > Action Adventure,Rated E
videogame/www.gamequestdirect.com/711719864929.html,Sony Computer Entertainment,Sony PSP > Shooters,Rated T
videogame/www.gamequestdirect.com/785138321318.html,THQ,Game Boy Advance > Family,Rated E
videogame/www.gamequestdirect.com/09642701281.html,Majesco,Game Boy Advance > Sports,Rated E
videogame/www.gamequestdirect.com/045496733421.html,Nintendo,Game Boy Advance > Role Playing,
videogame/www.gamequestdirect.com/04787580075.html,Activision,Game Boy Color > Action Adventure,Rated E
videogame/www.gamequestdirect.com/828862500069.html,SNK,Microsoft Xbox > Fighting,
videogame/www.gamequestdirect.com/008888343813.html,Ubisoft,Playstation 3 > Action Adventure,Rated T
videogame/www.gamequestdirect.com/722242519545.html,Atari,Game Boy Color > Fighting,Rated E
videogame/www.gamequestdirect.com/896992000155.html,South Peak Interactive,Playstation 2 > Family,Rated E10
videogame/www.gamequestdirect.com/04787580001.html,Activision,Playstation > Action Adventure,
videogame/www.gamequestdirect.com/00888813001.html,New Kid Co.,Nintendo 64 > Action Adventure,Rated E
videogame/www.gamequestdirect.com/722674100595.html,Namco,Playstation 2 > Adventure,
videogame/www.gamequestdirect.com/013388260348.html,Capcom,Playstation 2 > Platform,Rated E
videogame/www.gamequestdirect.com/031719301065.html,Midway,Xbox 360 > Shooters,
videogame/www.gamequestdirect.com/083717400592.html,Konami,Nintendo WII > Hunting Fishing,Rated E
videogame/www.gamequestdirect.com/01008650000.html,Sega,Dreamcast > Hardware,
videogame/www.gamequestdirect.com/02327231735.html,Lucas Arts,Playstation > Action Adventure,
videogame/www.gamequestdirect.com/013388260645.html,Capcom,Playstation 2 > Fighting,Rated T
videogame/www.gamequestdirect.com/014633151602.html,Electronic Arts,Xbox 360 > Action Adventure,Rated T
videogame/www.gamequestdirect.com/010086680188.html,Sega,Xbox 360 > Racing,
videogame/www.gamequestdirect.com/03171919814.html,Midway,Game Boy Color > Compilation,Rated E
videogame/www.gamequestdirect.com/894312000151.html,Red Octane,Playstation 2 > Music Dancing,
videogame/www.gamequestdirect.com/023272406394.html,D3 Publisher of America,Sony PSP > Simulation,
videogame/www.gamequestdirect.com/04549696126.html,Nintendo,GameCube > Family,
videogame/www.gamequestdirect.com/008888343219.html,Ubisoft,Playstation 3 > Shooters,Rated M
videogame/www.gamequestdirect.com/828862200013.html,SNK,Playstation 2 > Fighting,
videogame/www.gamequestdirect.com/00888826020.html,Red Storm,Dreamcast > Action Adventure,Rated E
videogame/www.gamequestdirect.com/008888593256.html,Ubisoft,Xbox 360 > Shooters,
videogame/www.gamequestdirect.com/014633155068.html,Electronic Arts,Sony PSP > Sports,Rated E
videogame/www.gamequestdirect.com/023272210755.html,Lucas Arts,Microsoft Xbox > Action,
videogame/www.gamequestdirect.com/00888851029.html,Ubisoft,Microsoft Xbox > Shooters,Rated M
videogame/www.gamequestdirect.com/722674700191.html,Namco Bandai Games,Nintendo DS > Puzzle,Rated E10
videogame/www.gamequestdirect.com/014633154115.html,Electronic Arts,Playstation 3 > Sports,Rated E
videogame/www.gamequestdirect.com/711719746522.html,Sony Computer Entertainment,Playstation 2 > Platform,Rated T
videogame/www.gamequestdirect.com/752919460979.html,THQ,Playstation 2 > Family,Rated E10
videogame/www.gamequestdirect.com/04787510372.html,Activision,Playstation > Action Adventure,
videogame/www.gamequestdirect.com/66224890001.html,Square Soft,Playstation > Role Playing,
videogame/www.gamequestdirect.com/711719468028.html,Sony Computer Entertainment,Playstation > Platform,
videogame/www.gamequestdirect.com/045496738433.html,Nintendo,Game Boy Advance > Role Playing,Rated E
videogame/www.gamequestdirect.com/01338826020.html,Capcom,Playstation 2 > Platform,
videogame/www.gamequestdirect.com/047875812512.html,Activision,Microsoft Xbox > Shooters,
videogame/www.gamequestdirect.com/020626721875.html,Vivendi Universal,GameCube > Platform,
videogame/www.gamequestdirect.com/785138320946.html,THQ,Game Boy Advance > Action Adventure,Rated E
videogame/www.gamequestdirect.com/008888333364.html,Ubisoft,Sony PSP > Strategy,Rated E
videogame/www.gamequestdirect.com/031719269440.html,Midway,Sony PSP > Fighting,Rated M
videogame/www.gamequestdirect.com/008888523727.html,Ubisoft,Xbox 360 > Action Adventure,Rated T
videogame/www.gamequestdirect.com/879278120013.html,D3 Publisher of America,Playstation 2 > Family,Rated E10
videogame/www.gamequestdirect.com/02062671851.html,Vivendi Universal,GameCube > Platform,Rated E
videogame/www.gamequestdirect.com/014633148350.html,EA Sports,Sony PSP > Sports,Rated E
videogame/www.gamequestdirect.com/893610001068.html,Aksys,Nintendo WII > Fighting,
videogame/www.gamequestdirect.com/010086630008.html,Sega,Playstation 2 > Shooters,Rated E
videogame/www.gamequestdirect.com/65122202504.html,Capcom,Microsoft Xbox > Role Playing,
videogame/www.gamequestdirect.com/882224694179.html,Microsoft,Xbox 360 > Role Playing,Rated M
videogame/www.gamequestdirect.com/712725003692.html,Buena Vista Games,Nintendo WII > Music Dancing,Rated E
videogame/www.gamequestdirect.com/78513832093.html,THQ,Game Boy Advance > Racing,Rated E
videogame/www.gamequestdirect.com/00888815019.html,Ubisoft,GameCube > Racing,
videogame/www.gamequestdirect.com/013388260454.html,Capcom,Playstation 2 > Fighting,Rated T
videogame/www.gamequestdirect.com/722674300025.html,Namco,GameCube > Role Playing,
videogame/www.gamequestdirect.com/045496870102.html,Nintendo,Nintendo 64 > Action Adventure,
videogame/www.gamequestdirect.com/00888832036.html,Ubisoft,Playstation 2 > Strategy,Rated E
videogame/www.gamequestdirect.com/08500415330.html,Spectrum Holobyte,Classic Platform > Super Nintendo SNES,
videogame/www.gamequestdirect.com/08371719000.html,Konami,Dreamcast > Action Adventure,Rated E
videogame/www.gamequestdirect.com/03171926816.html,Midway,Playstation > Sports,
videogame/www.gamequestdirect.com/00888814004.html,Ubisoft,Game Boy Advance > Family,Rated E
videogame/www.gamequestdirect.com/04394851060.html,Majesco,Classic Platform > Super Nintendo SNES,
videogame/www.gamequestdirect.com/09399207240.html,Agetec,Playstation > Compilation,
videogame/www.gamequestdirect.com/013388210626.html,Capcom,Playstation > Puzzle,Rated E
videogame/www.gamequestdirect.com/047875820111.html,Activision,Playstation 3 > Action Adventure,Rated T
videogame/www.gamequestdirect.com/02148183203.html,Acclaim,Dreamcast > Sports,
videogame/www.gamequestdirect.com/828862300010.html,SNK,Sony PSP > Compilation,Rated T
videogame/www.gamequestdirect.com/020626722339.html,Vivendi Universal,Game Boy Advance > Action Adventure,Rated T
videogame/www.gamequestdirect.com/014633149784.html,Electronic Arts,Xbox 360 > Action Adventure,Rated M
videogame/www.gamequestdirect.com/008888173199.html,Ubisoft,Nintendo WII > Platform,Rated E
videogame/www.gamequestdirect.com/722674100137.html,Namco,Playstation 2 > Sports,
videogame/www.gamequestdirect.com/785138301037.html,THQ,Nintendo 64 > Shooters,
videogame/www.gamequestdirect.com/083717250654.html,Tommo,Nintendo WII > Music Dancing,Rated E10
videogame/www.gamequestdirect.com/882224355254.html,Microsoft,Xbox 360 > Role Playing,Rated M
videogame/www.gamequestdirect.com/730865520190.html,Atlus,Playstation > Role Playing,
videogame/www.gamequestdirect.com/045496901165.html,Nintendo,Nintendo WII > Sports,Rated E
videogame/www.gamequestdirect.com/80552912065.html,Sega,Microsoft Xbox > Role Playing,
videogame/www.gamequestdirect.com/00888831011.html,Ubisoft,Playstation > Action Adventure,Rated E
videogame/www.gamequestdirect.com/66120402601.html,New Kid Co.,Playstation 2 > Family,
videogame/www.gamequestdirect.com/04549683003.html,Nintendo,Classic Platform > Super Nintendo SNES,
videogame/www.gamequestdirect.com/857823001079.html,Atlus,Playstation 2 > Role Playing,Rated T
videogame/www.gamequestdirect.com/814582410825.html,Sony Computer Entertainment,Playstation 3 > Role Playing,Rated T
videogame/www.gamequestdirect.com/031719191710.html,Midway,Nintendo WII > Family,
videogame/www.gamequestdirect.com/008888150022.html,Ubisoft,GameCube > Platform,
videogame/www.gamequestdirect.com/73906962001.html,Sierra,Game Boy Color > Family,
videogame/www.gamequestdirect.com/01008651114.html,Sega,Dreamcast > Action Adventure,Rated E
videogame/www.gamequestdirect.com/083717500278.html,Konami,Game Boy Advance > Platform,Rated E
videogame/www.gamequestdirect.com/710425371271.html,Rockstar Games,Sony PSP > Sports,
videogame/www.gamequestdirect.com/742725270145.html,Atari,Microsoft Xbox > Adventure,
videogame/www.gamequestdirect.com/031719269013.html,Midway,Playstation 2 > Fighting,
videogame/www.gamequestdirect.com/08371717104.html,Konami,Playstation > Action Adventure,Rated M
videogame/www.gamequestdirect.com/785138301648.html,THQ,Nintendo WII > Wrestling,Rated T
videogame/www.gamequestdirect.com/78513838019.html,THQ,GameCube > Wrestling,
videogame/www.gamequestdirect.com/014633151305.html,Electronic Arts,Game Boy Advance > Simulation,Rated E10
videogame/www.gamequestdirect.com/78868730423.html,Eidos,Playstation > Role Playing,
videogame/www.gamequestdirect.com/00888815013.html,Ubisoft,GameCube > Puzzle,Rated E
videogame/www.gamequestdirect.com/045496738457.html,Nintendo,Nintendo DS > Family,Rated E10
videogame/www.gamequestdirect.com/008888150220.html,Ubisoft,GameCube > Shooters,Rated T
videogame/www.gamequestdirect.com/047875752115.html,Activision,Sony PSP > Sports,
videogame/www.gamequestdirect.com/00888813009.html,Ubisoft,Nintendo 64 > Racing,
videogame/www.gamequestdirect.com/730865530076.html,Atlus,Playstation 2 > Role Playing,Rated M
videogame/www.gamequestdirect.com/00888815016.html,Ubisoft,GameCube > Shooters,Rated M
videogame/www.gamequestdirect.com/013388270033.html,Capcom,Sony PSP > Fighting,Rated T
videogame/www.gamequestdirect.com/047875805651.html,Activision,GameCube > Family,
videogame/www.gamequestdirect.com/04549673099.html,Midway,Game Boy Color > Family,
videogame/www.gamequestdirect.com/018946010335.html,Tecmo,Playstation 2 > Action,Rated M
videogame/www.gamequestdirect.com/023272332389.html,Lucas Arts,Playstation 3 > Action Adventure,Rated T
videogame/www.gamequestdirect.com/78513837001.html,THQ,Dreamcast > Sports,Rated E
videogame/www.gamequestdirect.com/72224251959.html,Bandai,Playstation 2 > Fighting,
videogame/www.gamequestdirect.com/07693099037.html,Atari,Playstation > Action Adventure,Rated E
videogame/www.gamequestdirect.com/883929020720.html,WHV Games,Nintendo WII > Family,Rated E10
videogame/www.gamequestdirect.com/72224251931.html,Atari,Game Boy Advance > Action Adventure,Rated T
videogame/www.gamequestdirect.com/04787580423.html,Activision,Playstation 2 > Action,
videogame/www.gamequestdirect.com/71171945592.html,Sony Computer Entertainment,Playstation > Sports,
videogame/www.gamequestdirect.com/03985400031.html,Acclaim,Classic Platform > Super Nintendo SNES,
videogame/www.gamequestdirect.com/73536600728.html,Working Designs,Playstation > Role Playing,
videogame/www.gamequestdirect.com/735366207588.html,Working Design,playstation-2:Role Playing,
videogame/www.gamequestdirect.com/08371714092.html,Konami,Game Boy Color > Action Adventure,Rated E
videogame/www.gamequestdirect.com/70805640255.html,Pelican,Dreamcast > Accessory,
videogame/www.gamequestdirect.com/828862200198.html,SNK,Playstation 2 > Adventure,Rated T
videogame/www.gamequestdirect.com/04549683064.html,Nintendo,Classic Platform > Super Nintendo SNES,
videogame/www.gamequestdirect.com/71171972012.html,Sony Computer Entertainment,Playstation 2 > Adventure,
videogame/www.gamequestdirect.com/045496900175.html,Nintendo,Nintendo WII > Puzzle,
videogame/www.gamequestdirect.com/04042100556.html,Interplay,Dreamcast > Action Adventure,
videogame/www.gamequestdirect.com/650008999075.html,Crave,Sony PSP > Sports,
videogame/www.gamequestdirect.com/78513832098.html,THQ,Game Boy Advance > Puzzle,
