movie	allmovie	mpaa_rating	
0319	1	NR	
0320	1	R	
0321	1	PG13	
0322	1	G	
0323	1	PG13	
0324	1	PG	
0325	1	PG	
0326	1	G	
0327	1	PG13	
0328	1	PG13	
0329	1	PG13	
0330	1	NR	
0331	1	PG	
0332	1	G	
0333	1	G	
0334	1	R	
0335	1	PG13	
0336	1	G	
0337	1	PG	
0338	1	PG13	
0339	1	PG	
0340	1	PG13	
0341	1	R	
0342	1	PG13	
0343	1	PG	
0344	1	R	
0345	1	PG13	
0346	1	R	
0347	1	R	
0348	1	PG13	
0349	1	R	
0350	1	PG	
0351	1	PG	
0352	1	PG	
0353	1	PG	
0354	1	G	
0355	1	R	
0356	1	PG	
0357	1	R	
0358	1	PG	
0359	1	R	
0360	1	PG13	
0361	1	PG	
0362	1	PG	
0363	1	PG	
0364	1	PG13	
0365	1	R	
0366	1	G	
0367	1	PG	
0368	1	PG	
0369	1	R	
0370	1	PG13	
0371	1	PG	
0372	1	R	
0373	1	PG13	
0374	1	R	
0375	1	R	
0376	1	PG	
0377	1	R	
0378	1	PG13	
0379	1	R	
0380	1	PG13	
0381	1	PG	
0382	1	PG	
0383	1	PG	
0384	1	PG	
0385	1	PG	
0386	1	PG	
0387	1	PG	
0388	1	PG	
0389	1	R	
0390	1	R	
0391	1	R	
0392	1	PG13	
0393	1	PG	
0394	1	PG	
0395	1	PG	
0396	1	PG	
0397	1	PG	
0398	1	R	
0399	1	PG	
0400	1	R	
0401	1	PG13	
0402	1	R	
0403	1	R	
0404	1	R	
0405	1	NR	
0406	1	PG	
0407	1	R	
0408	1	R	
0409	1	R	
0410	1	NR	
0411	1	R	
0412	1	R	
0413	1	R	
0414	1	PG	
0415	1	R	
0416	1	R	
0417	1	PG	
0418	1	NR	
0419	1	R	
0420	1	PG	
0421	1	R	
0422	1	PG	
0423	1	PG	
0424	1	R	
0425	1	PG	
0426	1	R	
0427	1	R	
0428	1	R	
0429	1	R	
0430	1	PG13	
0431	1	R	
0432	1	G	
0433	1	R	
0434	1	NR	
0435	1	NR	
0436	1	R	
0437	1	R	
0438	1	R	
0439	1	R	
0440	1	R	
0441	1	R	
0442	1	R	
0443	1	G	
0444	1	R	
0445	1	NR	
0446	1	R	
0447	1	R	
0448	1	PG13	
0449	1	R	
0450	1	PG	
0451	1	R	
0452	1	PG	
0453	1	NR	
0454	1	NR	
0455	1	PG	
0456	1	R	
0457	1	PG13	
0458	1	R	
0459	1	R	
0460	1	R	
0461	1	G	
0462	1	R	
0463	1	R	
0464	1	R	
0465	1	R	
0466	1	R	
0467	1	R	
0468	1	R	
0469	1	PG13	
0470	1	R	
0471	1	R	
0472	1	R	
0473	1	R	
0474	1	PG	
0475	1	R	
0476	1	NR	
0477	1	R	
0478	1	R	
0479	1	PG	
0480	1	R	
0481	1	NR	
0482	1	PG	
0483	1	PG	
0484	1	G	
0485	1	NR	
0486	1	NR	
0487	1	NR	
0488	1	G	
0489	1	PG	
0490	1	PG	
0491	1	G	
0492	1	NR	
0493	1	NR	
0494	1	R	
0495	1	R	
0496	1	G	
0497	1	PG	
0498	1	G	
0499	1	PG13	
0500	1	R	
0501	1	R	
0502	1	PG	
0503	1	G	
0504	1	PG	
0505	1	PG	
0506	1	PG	
0507	1	R	
0508	1	R	
0509	1	PG	
0510	1	R	
0511	1	R	
0512	1	PG	
0513	1	PG	
0514	1	R	
0515	1	R	
0516	1	PG	
0517	1	PG	
0518	1	PG	
0519	1	R	
0520	1	R	
0521	1	PG	
0522	1	R	
0523	1	PG	
0524	1	R	
0525	1	R	
0526	1	R	
0527	1	PG	
0528	1	PG	
0529	1	R	
0530	1	R	
0531	1	PG	
0532	1	R	
0533	1	PG	
0534	1	PG13	
0535	1	R	
0536	1	R	
0537	1	R	
0538	1	R	
0539	1	R	
0540	1	PG	
0541	1	R	
0542	1	PG13	
0543	1	R	
0544	1	PG	
0545	1	PG	
0546	1	R	
0547	1	R	
0548	1	PG	
0549	1	R	
0550	1	R	
0551	1	R	
0552	1	R	
0553	1	R	
0554	1	PG13	
0555	1	PG	
0556	1	PG13	
0557	1	R	
0558	1	R	
0559	1	R	
0560	1	PG	
0561	1	R	
0562	1	PG13	
0563	1	R	
0564	1	PG	
0565	1	R	
0566	1	R	
0567	1	R	
0568	1	R	
0569	1	R	
0570	1	R	
0571	1	R	
0572	1	R	
0573	1	R	
0574	1	R	
0575	1	R	
0576	1	R	
0577	1	R	
0578	1	R	
0579	1	R	
0580	1	R	
0581	1	R	
0582	1	R	
0583	1	R	
0584	1	R	
0585	1	R	
0586	1	PG	
0587	1	R	
0588	1	R	
0589	1	PG13	
0590	1	R	
0591	1	NR	
0592	1	PG13	
0593	1	R	
0594	1	R	
0595	1	PG	
0596	1	PG13	
0597	1	PG	
0598	1	R	
0599	1	R	
0600	1	G	
0601	1	R	
0602	1	PG	
0603	1	R	
0604	1	R	
0605	1	R	
0606	1	PG13	
0607	1	PG13	
0608	1	PG	
0609	1	PG13	
0610	1	R	
0611	1	R	
0612	1	R	
0613	1	R	
0614	1	PG	
0615	1	R	
0616	1	R	
0617	1	R	
0618	1	NC17	
0619	1	PG	
0620	1	R	
0621	1	R	
0622	1	R	
0623	1	R	
0624	1	R	
0625	1	R	
0626	1	R	
0627	1	PG	
0628	1	PG	
0629	1	R	
0630	1	R	
0631	1	NR	
0632	1	NR	
0633	1	R	
0634	1	R	
0635	1	R	
0636	1	NC17	
0637	1	R	
0638	1	R	
0639	1	R	
0640	1	R	
0641	1	R	
0642	1	R	
0643	1	PG	
0644	1	R	
0645	1	NR	
0646	1	R	
0647	1	NR	
0648	1	PG	
0649	1	R	
0650	1	R	
0651	1	R	
0652	1	NR	
0653	1	PG	
0654	1	NC17	
0655	1	R	
0656	1	NR	
0657	1	PG	
0658	1	R	
0659	1	R	
0660	1	R	
0661	1	NR	
0662	1	PG	
0663	1	NR	
0664	1	R	
0665	1	PG	
0666	1	R	
0667	1	PG13	
0668	1	R	
0669	1	PG	
0670	1	R	
0671	1	R	
0672	1	PG13	
0673	1	NR	
0674	1	R	
0675	1	R	
0676	1	PG13	
0677	1	R	
0678	1	R	
0679	1	R	
0680	1	R	
0681	1	R	
0682	1	R	
0683	1	R	
0684	1	R	
0685	1	R	
0686	1	R	
0687	1	NR	
0688	1	R	
0689	1	PG	
0690	1	R	
0691	1	R	
0692	1	R	
0693	1	NR	
0694	1	PG	
0695	1	R	
0696	1	PG	
0697	1	R	
0698	1	NR	
0699	1	PG	
0700	1	R	
0701	1	R	
0702	1	NR	
0703	1	R	
0704	1	R	
0705	1	R	
0706	1	R	
0707	1	R	
0708	1	PG	
0709	1	R	
0710	1	PG	
0711	1	NR	
0712	1	R	
0713	1	R	
0714	1	R	
0715	1	R	
0716	1	PG13	
0717	1	R	
0718	1	R	
0719	1	R	
0720	1	PG	
0721	1	R	
0722	1	R	
0723	1	R	
0724	1	PG13	
0725	1	NC17	
0726	1	NR	
0727	1	PG13	
0728	1	R	
0729	1	R	
0730	1	R	
0731	1	R	
0732	1	R	
0733	1	NR	
0734	1	NR	
0735	1	R	
0736	1	PG	
0737	1	PG13	
0738	1	G	
0739	1	NR	
0740	1	NR	
0741	1	PG13	
0742	1	R	
0743	1	NR	
0744	1	NR	
0745	1	NR	
0746	1	NR	
0747	1	NR	
0748	1	R	
0749	1	R	
0750	1	PG13	
0751	1	G	
0752	1	R	
0753	1	R	
0754	1	R	
0755	1	NR	
0756	1	NR	
0757	1	PG13	
0758	1	NR	
0759	1	PG	
0760	1	G	
0761	1	NR	
0762	1	R	
0763	1	R	
0764	1	R	
0765	1	PG	
0766	1	R	
0767	1	PG13	
0768	1	PG	
0769	1	PG	
0770	1	PG	
0771	1	PG	
0772	1	PG	
0773	1	R	
0774	1	R	
0775	1	NR	
0776	1	R	
0777	1	PG	
0778	1	PG	
0779	1	NR	
0780	1	R	
0781	1	NR	
0782	1	R	
0783	1	R	
0784	1	PG13	
0785	1	NR	
0786	1	PG13	
0787	1	NR	
0788	1	NR	
0789	1	R	
0790	1	R	
0791	1	R	
0792	1	R	
0793	1	R	
0794	1	R	
0795	1	R	
0796	1	R	
0797	1	R	
0798	1	NR	
0799	1	R	
0800	1	R	
0801	1	R	
0802	1	PG	
0803	1	PG	
0804	1	R	
0805	1	R	
0806	1	R	
0807	1	R	
0808	1	R	
0809	1	PG	
0810	1	R	
0811	1	G	
0812	1	PG	
0813	1	PG	
0814	1	PG	
0815	1	PG	
0816	1	R	
0817	1	PG	
0818	1	PG	
0819	1	PG13	
0820	1	R	
0821	1	R	
0822	1	PG13	
0823	1	G	
0824	1	R	
0825	1	PG13	
0826	1	R	
0827	1	PG13	
0828	1	PG	
0829	1	R	
0830	1	PG	
0831	1	G	
0832	1	R	
0833	1	PG	
0834	1	PG	
0835	1	PG	
0836	1	R	
0837	1	R	
0838	1	R	
0839	1	R	
0840	1	R	
0841	1	PG	
0842	1	R	
0843	1	PG13	
0844	1	R	
0845	1	PG13	
0846	1	PG13	
0847	1	R	
0848	1	NR	
0849	1	PG	
0850	1	NR	
0851	1	G	
0852	1	NR	
0853	1	G	
0854	1	G	
0855	1	PG	
0856	1	PG	
0857	1	NR	
0858	1	R	
0859	1	R	
0860	1	R	
0861	1	R	
0862	1	PG13	
0863	1	PG	
0864	1	R	
0865	1	R	
0866	1	PG	
0867	1	R	
0868	1	R	
0869	1	R	
0870	1	R	
0871	1	R	
0872	1	NR	
0873	1	R	
0874	1	R	
0875	1	R	
0876	1	R	
0877	1	PG13	
0878	1	R	
0879	1	G	
0880	1	NC17	
0881	1	NR	
0882	1	PG	
0883	1	NR	
0884	1	R	
0885	1	R	
0886	1	R	
0887	1	PG	
0888	1	NR	
0889	1	R	
0890	1	R	
0891	1	R	
0892	1	R	
0893	1	R	
0894	1	R	
0895	1	NR	
0896	1	PG	
0897	1	R	
0898	1	R	
0899	1	NR	
0900	1	R	
0901	1	R	
0902	1	NR	
0903	1	PG	
0904	1	PG	
0905	1	PG	
0906	1	R	
0907	1	PG	
0908	1	R	
0909	1	R	
0910	1	G	
0911	1	G	
0912	1	G	
0913	1	G	
0914	1	R	
0915	1	R	
0916	1	G	
0917	1	R	
0918	1	PG	
0919	1	G	
0920	1	PG	
0921	1	NR	
0922	1	PG	
0923	1	PG	
0924	1	G	
0925	1	NR	
0926	1	PG	
0927	1	PG13	
0928	1	R	
0929	1	NR	
0930	1	R	
0931	1	NR	
0932	1	PG13	
0933	1	PG	
0934	1	R	
0935	1	R	
0936	1	NC17	
0937	1	R	
0938	1	R	
0939	1	NR	
0940	1	R	
0941	1	NC17	
0942	1	R	
0943	1	NR	
0944	1	PG	
0945	1	R	
0946	1	R	
0947	1	NC17	
0948	1	PG	
0949	1	R	
0950	1	R	
0951	1	PG	
0952	1	PG13	
0953	1	R	
0954	1	PG	
0955	1	R	
0956	1	R	
0957	1	NR	
0958	1	G	
0959	1	R	
0960	1	PG	
0961	1	PG	
0962	1	PG	
0963	1	PG13	
0964	1	R	
0965	1	R	
0966	1	R	
0967	1	R	
0968	1	PG	
0969	1	PG	
0970	1	PG	
0971	1	PG	
0972	1	R	
0973	1	R	
0974	1	R	
0975	1	R	
0976	1	PG	
0977	1	NC17	
0978	1	PG	
0979	1	PG	
0980	1	R	
0981	1	NR	
0982	1	PG13	
0983	1	R	
0984	1	NR	
0985	1	R	
0986	1	R	
0987	1	R	
0988	1	R	
0989	1	R	
0990	1	R	
0991	1	R	
0992	1	PG	
0993	1	NR	
0994	1	R	
0995	1	PG13	
0996	1	R	
0997	1	PG	
0998	1	G	
0999	1	R	
1000	1	PG	
1001	1	R	
1002	1	R	
1003	1	NR	
1004	1	PG	
1005	1	NR	
1006	1	PG	
1007	1	NR	
1008	1	R	
1009	1	NR	
1010	1	R	
1011	1	R	
1012	1	R	
1013	1	G	
1014	1	R	
1015	1	R	
1016	1	R	
1017	1	R	
1018	1	PG13	
1019	1	R	
1020	1	NR	
1021	1	NR	
1022	1	R	
1023	1	NR	
1024	1	R	
1025	1	PG13	
1026	1	R	
1027	1	R	
1028	1	R	
1029	1	PG	
1030	1	NR	
1031	1	PG	
1032	1	R	
1033	1	R	
1034	1	R	
1035	1	R	
1036	1	R	
1037	1	R	
1038	1	R	
1039	1	R	
1040	1	PG	
1041	1	R	
1042	1	R	
1043	1	PG	
1044	1	PG13	
1045	1	PG13	
1046	1	PG13	
1047	1	R	
1048	1	PG13	
1049	1	R	
1050	1	R	
1051	1	R	
1052	1	PG	
1053	1	PG13	
1054	1	PG13	
1055	1	PG13	
1056	1	PG13	
1057	1	R	
1058	1	R	
1059	1	R	
1060	1	R	
1061	1	R	
1062	1	R	
1063	1	R	
1064	1	PG13	
1065	1	R	
1066	1	R	
1067	1	R	
1068	1	PG	
1069	1	PG	
1070	1	PG13	
1071	1	R	
1072	1	R	
1073	1	R	
1074	1	R	
1075	1	G	
1076	1	R	
1077	1	PG	
1078	1	R	
1079	1	R	
1080	1	PG	
1081	1	R	
1082	1	R	
1083	1	R	
1084	1	R	
1085	1	R	
1086	1	PG13	
1087	1	R	
1088	1	R	
1089	1	PG	
1090	1	R	
1091	1	PG13	
1092	1	R	
1093	1	PG	
1094	1	R	
1095	1	R	
1096	1	R	
1097	1	R	
1098	1	G	
1099	1	R	
1100	1	R	
1101	1	R	
1102	1	G	
1103	1	G	
1104	1	PG	
1105	1	R	
1106	1	R	
1107	1	R	
1108	1	PG13	
1109	1	R	
1110	1	R	
1111	1	R	
1112	1	R	
1113	1	R	
1114	1	R	
1115	1	NR	
1116	1	G	
1117	1	NR	
1118	1	PG	
1119	1	R	
1120	1	R	
1121	1	PG13	
1122	1	NR	
1123	1	NR	
1124	1	R	
1125	1	R	
1126	1	PG	
1127	1	PG	
1128	1	PG	
1129	1	R	
1130	1	PG	
1131	1	R	
1132	1	R	
1133	1	R	
1134	1	R	
1135	1	R	
1136	1	R	
1137	1	PG	
1138	1	PG	
1139	1	PG	
1140	1	PG	
1141	1	R	
1142	1	R	
1143	1	R	
1144	1	R	
1145	1	R	
1146	1	PG13	
1147	1	R	
1148	1	PG	
1149	1	R	
1150	1	R	
1151	1	NR	
1152	1	PG13	
1153	1	PG13	
1154	1	R	
1155	1	NR	
1156	1	PG	
1157	1	R	
1158	1	G	
1159	1	PG	
1160	1	R	
1161	1	R	
1162	1	PG	
1163	1	R	
1164	1	PG	
1165	1	R	
1166	1	PG	
1167	1	PG13	
1168	1	R	
1169	1	PG	
1170	1	NR	
1171	1	R	
1172	1	R	
1173	1	NR	
1174	1	R	
1175	1	R	
1176	1	R	
1177	1	R	
1178	1	R	
1179	1	PG	
1180	1	R	
1181	1	G	
1182	1	R	
1183	1	R	
1184	1	R	
1185	1	R	
1186	1	PG	
1187	1	R	
1188	1	R	
1189	1	PG	
1190	1	R	
1191	1	NR	
1192	1	R	
1193	1	R	
1194	1	PG	
1195	1	R	
1196	1	R	
1197	1	R	
1198	1	PG13	
1199	1	PG13	
1200	1	PG13	
1201	1	R	
1202	1	R	
1203	1	R	
1204	1	R	
1205	1	R	
1206	1	R	
1207	1	PG13	
1208	1	R	
1209	1	R	
1210	1	R	
1211	1	R	
1212	1	R	
1213	1	R	
1214	1	PG13	
1215	1	R	
1216	1	R	
1217	1	PG13	
1218	1	R	
1219	1	R	
1220	1	G	
1221	1	PG13	
1222	1	R	
1223	1	PG	
1224	1	R	
1225	1	PG	
1226	1	PG13	
1227	1	NR	
1228	1	PG	
1229	1	R	
1230	1	R	
1231	1	PG	
1232	1	PG	
1233	1	PG	
1234	1	NC17	
1235	1	PG	
1236	1	G	
1237	1	PG	
1238	1	NR	
1239	1	R	
1240	1	PG	
1241	1	R	
1242	1	R	
1243	1	R	
1244	1	PG	
1245	1	R	
1246	1	G	
1247	1	R	
1248	1	R	
1249	1	PG	
1250	1	R	
1251	1	PG	
1252	1	PG	
1253	1	PG	
1254	1	R	
1255	1	R	
1256	1	R	
1257	1	PG	
1258	1	R	
1259	1	PG13	
1260	1	PG	
1261	1	R	
1262	1	R	
1263	1	PG	
1264	1	PG13	
1265	1	PG	
1266	1	PG13	
1267	1	R	
1268	1	PG13	
1269	1	PG	
1270	1	R	
1271	1	PG13	
1272	1	R	
1273	1	R	
1274	1	PG	
1275	1	R	
1276	1	R	
1277	1	PG13	
1278	1	R	
1279	1	PG	
1280	1	R	
1281	1	PG13	
1282	1	R	
1283	1	PG	
1284	1	PG	
1285	1	PG	
1286	1	R	
1287	1	R	
1288	1	PG13	
1289	1	R	
1290	1	R	
1291	1	R	
1292	1	R	
1293	1	R	
1294	1	R	
1295	1	R	
1296	1	PG	
1297	1	R	
1298	1	R	
1299	1	R	
1300	1	R	
1301	1	PG13	
1302	1	R	
1303	1	R	
1304	1	R	
1305	1	PG13	
1306	1	G	
1307	1	G	
1308	1	PG	
1309	1	G	
1310	1	G	
1311	1	G	
1312	1	PG	
1313	1	G	
1314	1	PG	
1315	1	G	
1316	1	G	
1317	1	G	
1318	1	PG	
1319	1	PG	
1320	1	PG	
1321	1	PG	
1322	1	PG	
1323	1	PG	
1324	1	G	
1325	1	PG	
1326	1	G	
1327	1	G	
1328	1	G	
1329	1	PG	
1330	1	PG	
1331	1	G	
1332	1	G	
1333	1	G	
1334	1	G	
1335	1	PG	
1336	1	PG	
1337	1	G	
1338	1	G	
1339	1	G	
1340	1	PG	
1341	1	PG	
1342	1	G	
1343	1	G	
1344	1	PG	
1345	1	G	
1346	1	PG	
1347	1	G	
1348	1	NR	
1349	1	G	
1350	1	G	
1351	1	G	
1352	1	PG	
1353	1	NR	
1354	1	NR	
1355	1	R	
1356	1	PG	
1357	1	PG13	
1358	1	PG	
1359	1	PG13	
1360	1	PG	
1361	1	R	
1362	1	PG	
1363	1	G	
1364	1	G	
1365	1	PG13	
1366	1	PG	
1367	1	G	
1368	1	G	
1369	1	PG13	
1370	1	G	
1371	1	PG	
1372	1	R	
1373	1	R	
1374	1	PG	
1375	1	PG	
1376	1	R	
1377	1	PG	
1378	1	PG	
1379	1	PG	
1380	1	R	
1381	1	NR	
1382	1	PG13	
1383	1	NR	
1384	1	G	
1385	1	PG	
1386	1	PG	
1387	1	PG	
1388	1	NR	
1389	1	PG13	
1390	1	PG	
1391	1	G	
1392	1	PG13	
1393	1	G	
1394	1	NR	
1395	1	R	
1396	1	PG	
1397	1	NR	
1398	1	R	
1399	1	PG	
1400	1	NR	
1401	1	R	
1402	1	PG	
1403	1	PG13	
1404	1	G	
1405	1	G	
1406	1	R	
1407	1	R	
1408	1	R	
1409	1	NR	
1410	1	PG	
1411	1	R	
1412	1	NR	
1413	1	NR	
1414	1	PG	
1415	1	R	
1416	1	PG13	
1417	1	G	
1418	1	NR	
1419	1	R	
1420	1	PG	
1421	1	R	
1422	1	R	
1423	1	R	
1424	1	R	
1425	1	R	
1426	1	PG	
1427	1	R	
1428	1	PG	
1429	1	NR	
1430	1	R	
1431	1	R	
1432	1	R	
1433	1	R	
1434	1	R	
1435	1	R	
1436	1	R	
1437	1	R	
1438	1	R	
1439	1	R	
1440	1	PG	
1441	1	R	
1442	1	R	
1443	1	R	
1444	1	R	
1445	1	R	
1446	1	R	
1447	1	R	
1448	1	NR	
1449	1	PG13	
1450	1	R	
1451	1	R	
1452	1	R	
1453	1	R	
1454	1	PG	
1455	1	R	
1456	1	R	
1457	1	R	
1458	1	R	
1459	1	R	
1460	1	R	
1461	1	PG	
1462	1	NR	
1463	1	R	
1464	1	R	
1465	1	R	
1466	1	PG	
1467	1	PG	
1468	1	R	
1469	1	PG	
1470	1	R	
1471	1	R	
1472	1	R	
1473	1	PG13	
1474	1	R	
1475	1	PG13	
1476	1	R	
1477	1	PG	
1478	1	R	
1479	1	NR	
1480	1	R	
1481	1	PG	
1482	1	R	
1483	1	G	
1484	1	R	
1485	1	R	
1486	1	R	
1487	1	R	
1488	1	R	
1489	1	R	
1490	1	PG	
1491	1	R	
1492	1	R	
1493	1	R	
1494	1	PG	
1495	1	R	
1496	1	R	
1497	1	R	
1498	1	R	
1499	1	R	
1500	1	R	
1501	1	R	
1502	1	R	
1503	1	R	
1504	1	PG	
1505	1	R	
1506	1	R	
1507	1	R	
1508	1	R	
1509	1	PG	
1510	1	R	
1511	1	R	
1512	1	R	
1513	1	R	
1514	1	PG13	
1515	1	R	
1516	1	NR	
1517	1	R	
1518	1	R	
1519	1	R	
1520	1	R	
1521	1	NR	
1522	1	R	
1523	1	R	
1524	1	PG13	
1525	1	PG13	
1526	1	R	
1527	1	PG	
1528	1	PG	
1529	1	PG	
1530	1	R	
1531	1	R	
1532	1	R	
1533	1	R	
1534	1	PG13	
1535	1	PG	
1536	1	R	
1537	1	PG	
1538	1	R	
1539	1	R	
1540	1	R	
1541	1	PG	
1542	1	R	
1543	1	R	
1544	1	R	
1545	1	R	
1546	1	R	
1547	1	R	
1548	1	PG13	
1549	1	R	
1550	1	R	
1551	1	R	
1552	1	R	
1553	1	R	
1554	1	R	
1555	1	R	
1556	1	R	
1557	1	R	
1558	1	R	
1559	1	R	
1560	1	R	
1561	1	R	
1562	1	R	
1563	1	R	
1564	1	R	
1565	1	R	
1566	1	R	
1567	1	PG	
1568	1	R	
1569	1	R	
1570	1	R	
1571	1	R	
1572	1	R	
1573	1	NR	
1574	1	NR	
1575	1	NR	
1576	1	R	
1577	1	PG	
1578	1	R	
1579	1	NR	
1580	1	PG	
1581	1	PG	
1582	1	PG	
1583	1	R	
1584	1	PG	
1585	1	R	
1586	1	R	
1587	1	PG	
1588	1	PG	
1589	1	R	
1590	1	PG	
1591	1	PG	
1592	1	R	
1593	1	R	
1594	1	R	
1595	1	PG	
1596	1	PG	
1597	1	PG	
1598	1	R	
1599	1	R	
1600	1	R	
1601	1	R	
1602	1	R	
1603	1	R	
1604	1	NR	
1605	1	PG	
1606	1	R	
1607	1	PG	
1608	1	PG	
1609	1	R	
1610	1	R	
1611	1	PG13	
1612	1	PG13	
1613	1	R	
1614	1	PG	
1615	1	R	
1616	1	PG13	
1617	1	R	
1618	1	PG13	
1619	1	PG	
1620	1	PG13	
1621	1	PG	
1622	1	PG	
1623	1	PG	
1624	1	PG13	
1625	1	PG	
1626	1	PG13	
1627	1	PG13	
1628	1	R	
1629	1	PG	
1630	1	R	
1631	1	PG	
1632	1	PG13	
1633	1	PG	
1634	1	R	
