url,NUMBER : value,NUMBER : open,NUMBER : high,NUMBER : low,NUMBER : volume,NUMBER : 52wk high,NUMBER : 52wk low
finance/quotes.stocknod.com/ccu.html,35.69 (06.12.09 6:40 PM EDT),33.91,35.99,33.85,"81,372",36.00,22.54
finance/quotes.stocknod.com/enz.html,5.49 (06.12.09 6:40 PM EDT),5.41,5.49,5.30,"81,914",14.90,2.70
finance/quotes.stocknod.com/osis.html,17.24 (06.12.09 5:20 PM EDT),17.18,17.24,16.67,"88,048",25.56,10.15
finance/quotes.stocknod.com/newp.html,6.75 (06.12.09 5:20 PM EDT),6.60,6.75,6.43,"91,824",13.34,2.93
finance/quotes.stocknod.com/insp.html,7.21 (06.12.09 5:20 PM EDT),7.10,7.28,7.00,"99,360",11.94,5.07
finance/quotes.stocknod.com/mso.html,3.27 (06.12.09 6:40 PM EDT),3.25,3.33,3.21,"117,394",9.99,1.60
finance/quotes.stocknod.com/wwe.html,13.59 (06.12.09 6:40 PM EDT),13.46,13.59,13.14,"121,354",17.13,8.76
finance/quotes.stocknod.com/usm.html,41.01 (06.12.09 6:40 PM EDT),40.70,41.07,39.83,"122,103",63.00,27.18
finance/quotes.stocknod.com/pzza.html,25.10 (06.12.09 5:20 PM EDT),24.78,25.17,24.41,"135,626",30.68,12.78
finance/quotes.stocknod.com/advs.html,31.23 (06.12.09 5:19 PM EDT),30.94,31.50,30.62,"144,114",49.32,17.51
finance/quotes.stocknod.com/icge.html,6.07 (06.12.09 5:20 PM EDT),6.01,6.13,5.97,"145,743",9.84,3.04
finance/quotes.stocknod.com/elon.html,8.06 (06.12.09 5:20 PM EDT),7.77,8.09,7.66,"158,998",15.74,4.92
finance/quotes.stocknod.com/kyo.html,76.94 (06.12.09 6:40 PM EDT),77.15,77.29,76.45,"160,836",100.78,45.41
finance/quotes.stocknod.com/mgg.html,21.10 (06.12.09 6:40 PM EDT),20.68,21.15,20.50,"164,853",23.82,11.28
finance/quotes.stocknod.com/cmvt.html,7.60 (06.12.09 5:20 PM EDT),7.50,7.70,7.50,"165,015",18.94,4.98
finance/quotes.stocknod.com/n.html,11.84 (06.12.09 6:40 PM EDT),11.25,11.91,11.15,"167,786",22.25,5.43
finance/quotes.stocknod.com/uvv.html,36.89 (06.12.09 6:40 PM EDT),37.36,37.47,36.53,"170,532",56.00,25.35
finance/quotes.stocknod.com/g.html,11.26 (06.12.09 6:40 PM EDT),11.15,11.26,10.87,"193,096",15.70,6.30
finance/quotes.stocknod.com/qlti.html,2.46 (06.12.09 5:20 PM EDT),2.47,2.48,2.37,"215,773",4.09,1.40
finance/quotes.stocknod.com/dlx.html,14.71 (06.12.09 6:40 PM EDT),14.99,14.99,14.26,"222,798",21.13,6.20
finance/quotes.stocknod.com/bgg.html,15.88 (06.12.09 6:40 PM EDT),15.92,16.00,15.59,"228,483",21.51,11.13
finance/quotes.stocknod.com/dnb.html,83.55 (06.12.09 6:40 PM EDT),83.46,83.70,82.55,"229,914",98.90,64.00
finance/quotes.stocknod.com/gra.html,13.48 (06.12.09 6:40 PM EDT),13.58,13.70,13.28,"230,234",28.09,2.95
finance/quotes.stocknod.com/tm.html,78.84 (06.12.09 6:40 PM EDT),78.65,78.84,78.00,"232,484",104.40,55.41
finance/quotes.stocknod.com/am.html,7.45 (06.12.09 6:40 PM EDT),7.43,7.50,7.08,"248,593",18.57,3.24
finance/quotes.stocknod.com/skx.html,9.58 (06.12.09 6:40 PM EDT),9.46,9.58,9.37,"261,667",24.00,5.20
finance/quotes.stocknod.com/mdp.html,28.20 (06.12.09 6:40 PM EDT),28.33,28.47,27.33,"307,894",31.31,10.60
finance/quotes.stocknod.com/acv.html,24.41 (06.12.09 6:40 PM EDT),24.23,24.46,24.09,"309,915",29.40,19.32
finance/quotes.stocknod.com/tbl.html,14.43 (06.12.09 6:40 PM EDT),14.71,14.71,13.94,"321,009",19.41,7.19
finance/quotes.stocknod.com/regn.html,16.36 (06.12.09 5:20 PM EDT),15.93,16.42,15.68,"332,393",25.00,11.81
finance/quotes.stocknod.com/kkd.html,3.44 (06.12.09 6:40 PM EDT),3.38,3.45,3.31,"335,303",5.65,1.01
finance/quotes.stocknod.com/cr.html,24.06 (06.12.09 6:40 PM EDT),24.59,24.59,23.82,"365,530",42.94,10.87
finance/quotes.stocknod.com/ava.html,16.45 (06.12.09 6:40 PM EDT),16.11,16.49,15.92,"370,616",23.58,12.67
finance/quotes.stocknod.com/tnb.html,31.98 (06.12.09 6:40 PM EDT),32.20,32.20,30.90,"378,084",48.19,15.79
finance/quotes.stocknod.com/mil.html,67.48 (06.12.09 6:40 PM EDT),67.25,67.62,66.79,"383,483",76.92,43.36
finance/quotes.stocknod.com/sne.html,27.29 (06.12.09 6:40 PM EDT),27.01,27.34,27.00,"384,385",49.91,15.64
finance/quotes.stocknod.com/aria.html,1.86 (06.12.09 5:19 PM EDT),1.92,1.93,1.84,"385,766",3.55,0.72
finance/quotes.stocknod.com/jkhy.html,19.09 (06.12.09 5:20 PM EDT),19.02,19.12,18.83,"388,395",24.45,14.29
finance/quotes.stocknod.com/tkr.html,18.87 (06.12.09 6:40 PM EDT),19.10,19.10,18.59,"409,722",37.46,9.88
finance/quotes.stocknod.com/arba.html,10.60 (06.12.09 5:19 PM EDT),10.48,10.65,10.44,"414,494",18.58,6.00
finance/quotes.stocknod.com/gas.html,35.22 (06.12.09 6:40 PM EDT),34.80,35.36,34.42,"420,085",51.99,27.50
finance/quotes.stocknod.com/adpt.html,2.63 (06.12.09 5:19 PM EDT),2.57,2.63,2.52,"427,365",4.24,2.20
finance/quotes.stocknod.com/sna.html,32.15 (06.12.09 6:40 PM EDT),32.01,32.19,31.45,"442,359",60.32,20.51
finance/quotes.stocknod.com/bc.html,4.32 (06.12.09 6:40 PM EDT),4.33,4.37,4.19,"449,912",16.64,1.82
finance/quotes.stocknod.com/tup.html,26.37 (06.12.09 6:40 PM EDT),26.42,26.61,25.83,"452,093",41.33,10.91
finance/quotes.stocknod.com/fosl.html,23.12 (06.12.09 5:20 PM EDT),23.50,23.64,22.66,"478,718",33.36,11.00
finance/quotes.stocknod.com/sape.html,5.64 (06.12.09 5:20 PM EDT),5.56,5.71,5.50,"485,840",9.97,3.25
finance/quotes.stocknod.com/nyt.html,6.29 (06.12.09 6:40 PM EDT),6.40,6.40,6.17,"513,614",16.97,3.44
finance/quotes.stocknod.com/crgn.html,1.38 (06.12.09 5:20 PM EDT),1.37,1.39,1.35,"545,924",1.48,0.41
finance/quotes.stocknod.com/phg.html,19.21 (06.12.09 6:40 PM EDT),19.08,19.26,18.93,"551,559",37.21,13.91
finance/quotes.stocknod.com/cvg.html,9.28 (06.12.09 6:40 PM EDT),9.40,9.40,9.15,"555,634",16.99,4.02
finance/quotes.stocknod.com/hlth.html,11.92 (06.12.09 5:20 PM EDT),11.68,12.01,11.62,"556,532",12.70,6.80
finance/quotes.stocknod.com/qsft.html,14.16 (06.12.09 5:20 PM EDT),13.88,14.21,13.84,"557,366",16.23,10.31
finance/quotes.stocknod.com/swk.html,37.21 (06.12.09 6:40 PM EDT),36.68,37.26,36.33,"561,483",49.58,21.70
finance/quotes.stocknod.com/avy.html,27.94 (06.12.09 6:40 PM EDT),27.51,28.01,27.36,"568,803",55.00,17.02
finance/quotes.stocknod.com/wor.html,14.85 (06.12.09 6:40 PM EDT),15.04,15.23,14.31,"580,540",26.14,6.99
finance/quotes.stocknod.com/hsy.html,35.39 (06.12.09 6:40 PM EDT),35.01,35.45,34.90,"580,972",44.32,30.27
finance/quotes.stocknod.com/gap.html,4.98 (06.12.09 6:40 PM EDT),4.79,5.00,4.76,"586,795",25.39,3.02
finance/quotes.stocknod.com/bms.html,25.00 (06.12.09 6:40 PM EDT),25.30,25.39,24.82,"590,137",29.70,16.85
finance/quotes.stocknod.com/cra.html,7.94 (06.12.09 5:20 PM EDT),8.19,8.38,7.81,"593,460",17.56,5.03
finance/quotes.stocknod.com/br.html,17.18 (06.12.09 6:40 PM EDT),17.16,17.22,16.93,"604,471",23.00,9.21
finance/quotes.stocknod.com/plug.html,1.05 (06.12.09 5:20 PM EDT),1.13,1.13,1.02,"619,582",2.95,0.64
finance/quotes.stocknod.com/bcr.html,74.05 (06.12.09 6:40 PM EDT),73.85,74.95,73.25,"619,986",101.61,68.94
finance/quotes.stocknod.com/iff.html,32.96 (06.12.09 6:40 PM EDT),33.00,33.15,32.55,"625,251",45.21,24.72
finance/quotes.stocknod.com/amcc.html,7.75 (06.12.09 5:19 PM EDT),8.14,8.14,7.65,"631,579",9.70,3.01
finance/quotes.stocknod.com/oke.html,30.00 (06.12.09 6:40 PM EDT),30.09,30.18,29.68,"633,361",50.42,18.10
finance/quotes.stocknod.com/pch.html,27.30 (06.12.09 6:40 PM EDT),26.52,27.44,26.50,"643,754",54.79,18.00
finance/quotes.stocknod.com/rmd.html,40.11 (06.12.09 6:40 PM EDT),39.26,40.13,39.01,"645,935",50.58,28.90
finance/quotes.stocknod.com/slab.html,37.86 (06.12.09 5:20 PM EDT),37.99,37.99,36.98,"652,113",39.23,17.05
finance/quotes.stocknod.com/hmc.html,28.86 (06.12.09 6:40 PM EDT),28.82,28.89,28.51,"656,521",36.29,17.35
finance/quotes.stocknod.com/fcel.html,4.59 (06.12.09 5:20 PM EDT),4.63,4.77,4.50,"659,644",8.83,1.98
finance/quotes.stocknod.com/pcln.html,115.31 (06.12.09 5:20 PM EDT),115.29,115.99,113.19,"661,651",134.50,45.15
finance/quotes.stocknod.com/china.html,1.66 (06.12.09 5:20 PM EDT),1.64,1.66,1.57,"674,378",3.17,0.65
finance/quotes.stocknod.com/cinf.html,23.84 (06.12.09 5:20 PM EDT),23.86,24.15,23.70,"709,727",35.00,13.68
finance/quotes.stocknod.com/gpc.html,33.79 (06.12.09 6:40 PM EDT),33.75,33.97,33.43,"717,800",44.20,24.93
finance/quotes.stocknod.com/elnk.html,7.77 (06.12.09 5:20 PM EDT),7.88,7.90,7.65,"726,400",10.16,5.52
finance/quotes.stocknod.com/emn.html,40.65 (06.12.09 6:40 PM EDT),41.31,41.31,40.13,"742,733",75.81,17.76
finance/quotes.stocknod.com/dds.html,10.04 (06.12.09 6:40 PM EDT),9.59,10.08,9.46,"755,492",15.37,2.50
finance/quotes.stocknod.com/bks.html,23.32 (06.12.09 6:40 PM EDT),22.90,23.42,22.53,"756,543",33.64,10.77
finance/quotes.stocknod.com/see.html,19.12 (06.12.09 6:40 PM EDT),19.09,19.22,18.80,"762,709",25.32,10.38
finance/quotes.stocknod.com/bdk.html,30.95 (06.12.09 6:40 PM EDT),31.04,31.06,30.23,"763,251",69.50,20.10
finance/quotes.stocknod.com/pki.html,17.32 (06.12.09 6:40 PM EDT),16.96,17.42,16.96,"766,069",29.95,10.88
finance/quotes.stocknod.com/azo.html,155.50 (06.12.09 6:40 PM EDT),153.55,155.98,151.59,"774,146",169.99,84.66
finance/quotes.stocknod.com/utsi.html,1.93 (06.12.09 5:20 PM EDT),2.01,2.09,1.90,"782,965",5.94,0.63
finance/quotes.stocknod.com/rok.html,33.44 (06.12.09 6:40 PM EDT),32.99,33.44,32.61,"791,742",56.12,17.50
finance/quotes.stocknod.com/nav.html,45.89 (06.12.09 6:40 PM EDT),45.73,46.15,45.00,"820,488",75.00,4.89
finance/quotes.stocknod.com/wpi.html,29.91 (06.12.09 6:40 PM EDT),29.77,30.01,29.35,"830,396",32.95,20.17
finance/quotes.stocknod.com/gww.html,83.81 (06.12.09 6:40 PM EDT),83.84,83.96,82.91,"836,313",93.99,58.86
finance/quotes.stocknod.com/psun.html,3.57 (06.12.09 5:20 PM EDT),3.74,3.76,3.54,"837,686",10.29,0.72
finance/quotes.stocknod.com/fmc.html,52.45 (06.12.09 6:40 PM EDT),52.59,52.81,52.02,"841,536",80.23,28.53
finance/quotes.stocknod.com/sial.html,50.35 (06.12.09 5:20 PM EDT),50.53,50.75,49.97,"852,846",62.74,31.45
finance/quotes.stocknod.com/fo.html,37.03 (06.12.09 6:40 PM EDT),36.89,37.13,36.26,"857,798",66.72,17.68
finance/quotes.stocknod.com/affx.html,6.64 (06.12.09 5:19 PM EDT),6.70,6.79,6.35,"862,088",12.05,1.78
finance/quotes.stocknod.com/dte.html,31.96 (06.12.09 6:40 PM EDT),31.30,32.10,31.15,"908,450",44.97,23.32
finance/quotes.stocknod.com/tmk.html,38.29 (06.12.09 6:40 PM EDT),39.18,39.20,37.74,"919,050",66.00,16.16
finance/quotes.stocknod.com/molx.html,16.56 (06.12.09 5:20 PM EDT),16.74,16.74,16.26,"928,289",27.99,9.68
finance/quotes.stocknod.com/pwav.html,1.62 (06.12.09 5:20 PM EDT),1.59,1.65,1.56,"979,791",5.30,0.22
finance/quotes.stocknod.com/apcc.html,0.01 (03.03.09 5:05 AM EST),,0.01,0.01,,1.50,0.01
finance/quotes.stocknod.com/aso.html,21.27 (06.10.09 6:40 PM EDT),,21.27,21.27,,28.40,0.09
finance/quotes.stocknod.com/aw.html,10.10 (12.17.08 9:00 AM EST),,10.10,10.10,,15.46,7.77
finance/quotes.stocknod.com/beas.html,19.01 (12.17.08 9:00 AM EST),,19.01,19.01,,19.01,19.01
finance/quotes.stocknod.com/bsc.html,8.74 (06.11.09 6:40 PM EDT),,8.74,8.74,,12.83,3.06
finance/quotes.stocknod.com/bud.html,68.58 (12.17.08 9:00 AM EST),,68.58,68.58,,69.26,54.35
finance/quotes.stocknod.com/cc.html,0.11 (12.17.08 9:00 AM EST),,0.11,0.11,,4.49,0.07
finance/quotes.stocknod.com/cmgi.html,8.89 (12.17.08 9:00 AM EST),,8.89,8.89,,12.72,8.89
finance/quotes.stocknod.com/cmrc.html,0.21 (12.17.08 9:00 AM EST),,0.21,0.21,,0.21,0.21
finance/quotes.stocknod.com/cnet.html,11.49 (12.17.08 9:00 AM EST),,11.49,11.49,,11.67,11.45
finance/quotes.stocknod.com/cyto.html,0.61 (12.17.08 9:00 AM EST),,0.61,0.61,,0.61,0.61
finance/quotes.stocknod.com/dcx.html,7.88 (06.11.09 6:40 PM EDT),,7.88,7.88,,10.71,0.55
finance/quotes.stocknod.com/dna.html,94.97 (03.27.09 9:00 AM EDT),,94.97,94.97,,99.14,69.17
finance/quotes.stocknod.com/eds.html,24.96 (12.17.08 9:00 AM EST),,24.96,24.96,,24.96,24.39
finance/quotes.stocknod.com/fdry.html,16.66 (01.08.09 9:00 AM EST),,16.66,16.66,,18.49,9.65
finance/quotes.stocknod.com/glk.html,12.12 (12.17.08 9:00 AM EST),,12.12,12.12,,12.12,12.12
finance/quotes.stocknod.com/gm.html,1.43 (05.22.09 6:40 PM EDT),,1.43,1.43,,16.76,0.27
finance/quotes.stocknod.com/het.html,89.97 (12.17.08 9:00 AM EST),,89.97,89.97,,89.97,89.97
finance/quotes.stocknod.com/hpc.html,19.17 (12.17.08 9:00 AM EST),,19.17,19.17,,21.95,12.59
finance/quotes.stocknod.com/jbx.html,20.04 (12.17.08 9:00 AM EST),,20.04,20.04,,30.35,11.82
finance/quotes.stocknod.com/ldg.html,71.51 (12.17.08 9:00 AM EST),,71.51,71.51,,77.00,39.50
finance/quotes.stocknod.com/leh.html,0.13 (12.17.08 9:00 AM EST),,0.13,0.13,,28.21,0.10
finance/quotes.stocknod.com/ltr.html,49.21 (06.23.08 12:27 PM EDT),,49.21,49.21,,58.57,48.98
finance/quotes.stocknod.com/mer.html,11.64 (01.02.09 4:05 PM EST),,11.64,11.64,,39.95,7.08
finance/quotes.stocknod.com/mlnm.html,24.97 (12.17.08 9:00 AM EST),,24.97,24.97,,24.97,24.97
finance/quotes.stocknod.com/myg.html,24.21 (02.12.09 9:00 AM EST),,24.21,24.21,,26.77,21.48
finance/quotes.stocknod.com/ncc.html,1.81 (01.02.09 4:05 PM EST),,1.81,1.81,,6.88,1.25
finance/quotes.stocknod.com/psft.html,0.58 (06.11.09 8:10 PM EDT),,0.58,0.58,,1.00,0.35
finance/quotes.stocknod.com/rml.html,0.44 (03.25.08 9:00 AM EDT),,0.44,0.44,,0.44,0.44
finance/quotes.stocknod.com/roh.html,78.94 (04.03.09 9:00 AM EDT),,78.94,78.94,,19900.00,0.01
finance/quotes.stocknod.com/sotr.html,0.15 (04.07.09 8:10 PM EDT),,0.15,0.15,,2.20,0.15
finance/quotes.stocknod.com/ust.html,69.46 (01.08.09 9:00 AM EST),,69.46,69.46,,69.48,49.28
finance/quotes.stocknod.com/vc.html,0.02 (03.06.09 4:12 PM EST),,0.02,0.02,,3.88,0.02
finance/quotes.stocknod.com/wb.html,5.54 (01.02.09 4:05 PM EST),,5.54,5.54,,24.00,0.75
finance/quotes.stocknod.com/wm.html,0.13 (12.17.08 9:00 AM EST),,0.13,0.13,,6.99,0.13
finance/quotes.stocknod.com/wwy.html,79.97 (12.17.08 9:00 AM EST),,79.97,79.97,,79.99,77.04
finance/quotes.stocknod.com/r.html,30.39 (06.12.09 6:40 PM EDT),30.84,31.18,29.53,"1,011,723",131.99,19.00
finance/quotes.stocknod.com/shw.html,55.10 (06.12.09 6:40 PM EDT),55.32,55.45,54.25,"1,024,100",65.00,42.19
finance/quotes.stocknod.com/etn.html,49.18 (06.12.09 6:40 PM EDT),48.50,49.22,48.04,"1,024,801",97.93,30.02
finance/quotes.stocknod.com/ph.html,46.19 (06.12.09 6:40 PM EDT),45.92,46.20,45.31,"1,042,535",79.96,27.69
finance/quotes.stocknod.com/mygn.html,37.75 (06.12.09 5:20 PM EDT),37.39,37.80,37.05,"1,055,716",89.84,30.10
finance/quotes.stocknod.com/ben.html,75.99 (06.12.09 6:40 PM EDT),76.60,76.89,74.64,"1,060,548",168.00,37.11
finance/quotes.stocknod.com/sre.html,49.04 (06.12.09 6:40 PM EDT),48.11,49.15,47.66,"1,073,506",58.99,34.29
finance/quotes.stocknod.com/incy.html,3.33 (06.12.09 5:20 PM EDT),3.35,3.44,3.23,"1,079,243",10.42,1.85
finance/quotes.stocknod.com/cf.html,82.50 (06.12.09 6:40 PM EDT),82.13,83.71,80.98,"1,108,534",172.99,37.71
finance/quotes.stocknod.com/sanm.html,0.67 (06.12.09 5:20 PM EDT),0.66,0.68,0.65,"1,122,889",2.66,0.18
finance/quotes.stocknod.com/csc.html,44.99 (06.12.09 6:40 PM EDT),45.06,45.12,44.09,"1,133,822",49.37,23.93
finance/quotes.stocknod.com/efx.html,27.29 (06.12.09 6:40 PM EDT),27.07,27.29,26.73,"1,170,331",37.29,19.38
finance/quotes.stocknod.com/dltr.html,43.29 (06.12.09 5:20 PM EDT),43.36,43.70,42.56,"1,171,711",46.73,27.61
finance/quotes.stocknod.com/bce.html,21.59 (06.12.09 6:40 PM EDT),21.91,21.94,21.49,"1,200,802",39.13,16.85
finance/quotes.stocknod.com/vfc.html,58.40 (06.12.09 6:40 PM EDT),59.19,59.33,58.15,"1,223,938",84.60,38.22
finance/quotes.stocknod.com/ctb.html,9.22 (06.12.09 6:40 PM EDT),9.88,9.88,8.95,"1,237,578",12.15,2.96
finance/quotes.stocknod.com/pbi.html,22.06 (06.12.09 6:40 PM EDT),22.10,22.19,21.79,"1,245,892",39.98,17.62
finance/quotes.stocknod.com/bbi.html,0.87 (06.12.09 6:40 PM EDT),0.91,0.91,0.86,"1,258,109",3.19,0.13
finance/quotes.stocknod.com/arw.html,22.38 (06.12.09 6:40 PM EDT),22.95,23.14,21.94,"1,296,537",36.00,11.74
finance/quotes.stocknod.com/itt.html,46.66 (06.12.09 6:40 PM EDT),45.95,46.73,45.55,"1,300,741",69.73,31.94
finance/quotes.stocknod.com/medx.html,7.28 (06.12.09 5:20 PM EDT),7.21,7.39,7.21,"1,305,007",10.12,3.40
finance/quotes.stocknod.com/mhp.html,31.99 (06.12.09 6:40 PM EDT),31.72,31.99,31.32,"1,314,991",47.13,17.15
finance/quotes.stocknod.com/bdx.html,68.35 (06.12.09 6:40 PM EDT),67.72,68.87,67.72,"1,323,767",89.24,58.14
finance/quotes.stocknod.com/tibx.html,6.53 (06.12.09 5:20 PM EDT),6.62,6.69,6.48,"1,336,878",8.78,3.45
finance/quotes.stocknod.com/ptv.html,21.80 (06.12.09 6:40 PM EDT),21.98,22.05,21.51,"1,362,551",65.20,10.62
finance/quotes.stocknod.com/wy.html,34.18 (06.12.09 6:40 PM EDT),34.16,34.30,33.51,"1,369,282",65.50,18.67
finance/quotes.stocknod.com/zqk.html,2.37 (06.12.09 6:40 PM EDT),2.45,2.45,2.32,"1,371,656",10.34,0.07
finance/quotes.stocknod.com/aee.html,24.41 (06.12.09 6:40 PM EDT),24.09,24.61,23.89,"1,382,995",43.83,19.51
finance/quotes.stocknod.com/dov.html,36.16 (06.12.09 6:40 PM EDT),35.86,36.16,35.35,"1,419,848",52.43,21.79
finance/quotes.stocknod.com/cree.html,28.74 (06.12.09 5:20 PM EDT),29.31,29.36,28.30,"1,424,633",31.75,12.57
finance/quotes.stocknod.com/hp.html,34.92 (06.12.09 6:40 PM EDT),35.11,35.13,33.86,"1,424,822",77.24,17.01
finance/quotes.stocknod.com/omc.html,32.45 (06.12.09 6:40 PM EDT),32.43,32.57,31.85,"1,426,295",47.58,20.09
finance/quotes.stocknod.com/lxk.html,16.27 (06.12.09 6:40 PM EDT),16.34,16.54,16.12,"1,431,131",37.01,14.81
finance/quotes.stocknod.com/gr.html,53.36 (06.12.09 6:40 PM EDT),51.72,53.36,51.54,"1,440,325",55.34,25.11
finance/quotes.stocknod.com/pnw.html,29.77 (06.12.09 6:40 PM EDT),28.94,29.96,28.58,"1,443,583",37.88,22.32
finance/quotes.stocknod.com/lpx.html,4.42 (06.12.09 6:40 PM EDT),4.23,4.42,4.18,"1,445,798",11.75,1.03
finance/quotes.stocknod.com/bll.html,43.00 (06.12.09 6:40 PM EDT),42.99,43.13,42.00,"1,455,491",53.44,27.37
finance/quotes.stocknod.com/dhr.html,62.77 (06.12.09 6:40 PM EDT),63.03,63.03,62.00,"1,456,590",85.00,47.20
finance/quotes.stocknod.com/bmc.html,35.39 (06.12.09 6:40 PM EDT),34.88,35.48,34.71,"1,466,804",38.84,20.58
finance/quotes.stocknod.com/rl.html,53.45 (06.12.09 6:40 PM EDT),53.91,54.25,52.33,"1,468,523",82.02,31.22
finance/quotes.stocknod.com/kmb.html,52.73 (06.12.09 6:40 PM EDT),52.16,52.95,52.15,"1,480,322",66.66,43.05
finance/quotes.stocknod.com/pdli.html,7.91 (06.12.09 5:20 PM EDT),7.78,7.95,7.74,"1,492,645",12.70,5.20
finance/quotes.stocknod.com/ash.html,27.36 (06.12.09 6:40 PM EDT),27.90,28.02,26.68,"1,495,080",54.90,5.35
finance/quotes.stocknod.com/ntrs.html,55.19 (06.12.09 5:20 PM EDT),55.09,55.49,54.44,"1,522,102",88.92,33.88
finance/quotes.stocknod.com/mtg.html,4.80 (06.12.09 6:40 PM EDT),4.76,4.94,4.68,"1,528,315",12.50,0.70
finance/quotes.stocknod.com/leg.html,15.50 (06.12.09 6:40 PM EDT),15.69,15.76,15.21,"1,531,566",25.20,10.03
finance/quotes.stocknod.com/gd.html,59.76 (06.12.09 6:40 PM EDT),59.17,60.03,58.63,"1,535,783",94.41,35.28
finance/quotes.stocknod.com/hrb.html,15.69 (06.12.09 6:40 PM EDT),15.66,15.80,15.35,"1,540,981",27.97,13.73
finance/quotes.stocknod.com/apd.html,67.99 (06.12.09 6:40 PM EDT),68.04,68.32,67.12,"1,548,455",104.75,41.46
finance/quotes.stocknod.com/cb.html,40.82 (06.12.09 6:40 PM EDT),41.20,41.24,40.56,"1,571,125",69.39,33.47
finance/quotes.stocknod.com/uis.html,1.48 (06.12.09 6:40 PM EDT),1.48,1.48,1.40,"1,575,014",4.70,0.28
finance/quotes.stocknod.com/whr.html,43.73 (06.12.09 6:40 PM EDT),42.37,43.73,41.97,"1,579,721",91.87,19.19
finance/quotes.stocknod.com/pmtc.html,12.30 (06.12.09 5:20 PM EDT),11.92,12.30,11.89,"1,593,077",21.54,7.18
finance/quotes.stocknod.com/etr.html,78.24 (06.12.09 6:40 PM EDT),75.82,78.67,74.95,"1,600,896",123.14,59.87
finance/quotes.stocknod.com/ecl.html,38.69 (06.12.09 6:40 PM EDT),38.21,38.80,37.94,"1,602,171",52.16,29.27
finance/quotes.stocknod.com/chl.html,52.98 (06.12.09 6:40 PM EDT),52.67,53.03,52.26,"1,614,648",71.70,34.33
finance/quotes.stocknod.com/px.html,74.74 (06.12.09 6:40 PM EDT),75.68,75.68,73.53,"1,644,456",99.74,47.40
finance/quotes.stocknod.com/pll.html,27.14 (06.12.09 6:40 PM EDT),27.47,27.56,26.69,"1,671,035",43.19,18.20
finance/quotes.stocknod.com/liz.html,4.63 (06.12.09 6:40 PM EDT),4.99,4.99,4.54,"1,680,533",20.14,1.46
finance/quotes.stocknod.com/mat.html,16.28 (06.12.09 6:40 PM EDT),16.27,16.43,16.00,"1,720,513",21.95,10.36
finance/quotes.stocknod.com/qlgc.html,13.74 (06.12.09 5:20 PM EDT),13.77,13.87,13.38,"1,720,843",20.21,8.69
finance/quotes.stocknod.com/ncr.html,12.74 (06.12.09 6:40 PM EDT),12.72,12.76,12.31,"1,724,897",28.09,6.62
finance/quotes.stocknod.com/hott.html,7.14 (06.12.09 5:20 PM EDT),7.27,7.30,6.95,"1,741,202",13.87,4.61
