url,NUMBER : value,NUMBER : var $,NUMBER : var %,NUMBER : open,NUMBER : high,NUMBER : low,NUMBER : 52wk high,NUMBER : 52wk low
finance/moneycentral.msn.com/KLAC.html,25.88,-0.50,-1.90%,26.36,26.57,25.41,43.06,14.81
finance/moneycentral.msn.com/KSS.html,46.59,+0.67,+1.46%,46.33,46.68,45.15,56.00,24.28
finance/moneycentral.msn.com/KKD.html,3.44,+0.03,+0.88%,3.38,3.45,3.31,5.65,1.01
finance/moneycentral.msn.com/KR.html,21.72,-0.13,-0.59%,21.85,21.90,21.49,30.99,19.39
finance/moneycentral.msn.com/KSWS.html,8.86,-0.07,-0.78%,8.88,8.91,8.51,20.76,6.44
finance/moneycentral.msn.com/KYO.html,76.94,-1.18,-1.51%,77.15,77.29,76.45,100.78,45.41
finance/moneycentral.msn.com/LRCX.html,25.64,-0.12,-0.47%,25.74,26.02,24.81,40.42,14.72
finance/moneycentral.msn.com/LEG.html,15.50,-0.25,-1.59%,15.69,15.76,15.22,24.59,10.03
finance/moneycentral.msn.com/LXK.html,16.27,-0.12,-0.73%,16.34,16.54,16.12,37.01,14.82
finance/moneycentral.msn.com/LLY.html,34.29,-0.09,-0.26%,34.39,34.84,34.07,49.78,27.21
finance/moneycentral.msn.com/LNC.html,17.75,-1.20,-6.33%,18.70,18.77,17.20,59.99,4.76
finance/moneycentral.msn.com/LLTC.html,23.58,-0.14,-0.59%,23.80,23.80,23.03,34.49,17.69
finance/moneycentral.msn.com/LIZ.html,4.63,-0.45,-8.86%,4.99,4.99,4.54,20.14,1.46
finance/moneycentral.msn.com/LMT.html,82.77,+0.55,+0.67%,81.69,82.88,81.61,120.30,57.41
finance/moneycentral.msn.com/LPX.html,4.42,+0.19,+4.49%,4.23,4.42,4.18,11.75,1.03
finance/moneycentral.msn.com/LOW.html,19.85,-0.10,-0.50%,19.86,19.93,19.54,28.49,13.00
finance/moneycentral.msn.com/MAR.html,24.01,-0.09,-0.37%,23.89,24.20,23.63,30.27,11.88
finance/moneycentral.msn.com/MMC.html,20.64,+0.06,+0.29%,20.55,20.66,20.30,36.82,17.18
finance/moneycentral.msn.com/MSO.html,3.27,+0.02,+0.62%,3.25,3.33,3.21,9.99,1.60
finance/moneycentral.msn.com/MAS.html,9.93,-0.08,-0.80%,9.96,10.06,9.64,22.00,3.64
finance/moneycentral.msn.com/MAT.html,16.28,-0.24,-1.45%,16.27,16.43,16.00,21.95,10.36
finance/moneycentral.msn.com/MXIM.html,16.51,-0.09,-0.54%,16.49,16.62,16.26,22.80,10.72
finance/moneycentral.msn.com/MAY.html,6.51,-0.14,-2.11%,6.59,6.59,6.51,9.77,4.44
finance/moneycentral.msn.com/MYG.html,0.00,unch,,NA,NA,NA,0.03,0.00
finance/moneycentral.msn.com/MBI.html,5.85,+0.01,+0.17%,5.71,5.95,5.71,19.08,2.17
finance/moneycentral.msn.com/KRB.html,NA,na,NA%,NA,NA,NA,NA,NA
finance/moneycentral.msn.com/MDR.html,23.28,-0.76,-3.16%,23.60,23.83,23.06,64.82,5.98
finance/moneycentral.msn.com/MCD.html,58.36,+0.69,+1.20%,57.72,58.48,57.50,67.00,45.79
finance/moneycentral.msn.com/MHP.html,31.99,+0.08,+0.25%,31.72,31.99,31.32,47.13,17.15
finance/moneycentral.msn.com/MCK.html,42.98,-0.07,-0.16%,42.93,43.16,42.24,60.45,28.27
finance/moneycentral.msn.com/MEDX.html,7.28,-0.02,-0.27%,7.21,7.39,7.21,10.12,3.40
finance/moneycentral.msn.com/MDT.html,33.62,-0.12,-0.36%,33.62,33.83,33.23,56.97,24.06
finance/moneycentral.msn.com/MRK.html,26.08,-0.11,-0.42%,26.12,27.07,25.68,38.90,20.05
finance/moneycentral.msn.com/MDP.html,28.20,-0.40,-1.40%,28.33,28.47,27.33,31.31,10.60
finance/moneycentral.msn.com/MET.html,31.08,-0.94,-2.94%,31.95,32.09,30.50,65.50,11.37
finance/moneycentral.msn.com/MGM.html,7.13,+0.15,+2.15%,7.07,7.15,6.71,43.64,1.81
finance/moneycentral.msn.com/MTG.html,4.80,-0.11,-2.24%,4.76,4.94,4.68,12.50,0.70
finance/moneycentral.msn.com/MGG.html,21.10,+0.38,+1.83%,20.68,21.15,20.50,23.82,11.28
finance/moneycentral.msn.com/MU.html,5.47,-0.12,-2.15%,5.62,5.62,5.19,7.92,1.59
finance/moneycentral.msn.com/MSFT.html,23.33,+0.50,+2.19%,22.90,23.38,22.74,29.57,14.87
finance/moneycentral.msn.com/MSTR.html,48.80,-0.43,-0.87%,49.01,49.04,48.16,75.89,30.55
finance/moneycentral.msn.com/MIL.html,67.48,-0.10,-0.15%,67.25,67.62,66.79,76.92,43.36
finance/moneycentral.msn.com/MMM.html,61.00,+0.42,+0.69%,60.37,61.00,59.91,76.53,40.87
finance/moneycentral.msn.com/MOLX.html,16.56,-0.31,-1.84%,16.74,16.74,16.26,27.99,9.68
finance/moneycentral.msn.com/JPM.html,35.13,+0.19,+0.54%,34.86,35.44,34.80,50.63,14.96
finance/moneycentral.msn.com/MOT.html,6.73,-0.14,-2.04%,6.73,6.81,6.55,10.50,2.98
finance/moneycentral.msn.com/MYGN.html,37.75,+0.06,+0.16%,37.39,37.80,37.05,47.08,22.28
finance/moneycentral.msn.com/NSM.html,13.59,-0.88,-6.08%,14.20,14.32,13.20,24.21,9.02
finance/moneycentral.msn.com/NAV.html,45.89,+0.09,+0.20%,45.73,46.15,45.00,76.00,15.24
finance/moneycentral.msn.com/NCR.html,12.74,-0.14,-1.09%,12.72,12.76,12.31,28.09,6.62
finance/moneycentral.msn.com/NTAP.html,20.14,+0.22,+1.10%,19.59,20.16,19.32,26.78,10.39
finance/moneycentral.msn.com/NYT.html,6.29,+0.15,+2.44%,6.40,6.40,6.17,16.89,3.44
finance/moneycentral.msn.com/NWL.html,10.80,-0.28,-2.53%,11.03,11.07,10.38,21.38,4.51
finance/moneycentral.msn.com/NEM.html,42.71,-1.40,-3.17%,43.20,43.36,42.15,53.77,21.17
finance/moneycentral.msn.com/NEWP.html,6.75,+0.11,+1.66%,6.60,6.75,6.43,13.34,2.93
finance/moneycentral.msn.com/GAS.html,35.22,+0.22,+0.63%,34.80,35.36,34.42,51.99,27.50
finance/moneycentral.msn.com/NKE.html,56.61,-0.01,-0.02%,56.42,56.99,55.65,69.72,38.24
finance/moneycentral.msn.com/NOK.html,15.68,-0.28,-1.75%,15.69,15.69,15.35,28.34,8.47
finance/moneycentral.msn.com/JWN.html,20.77,+0.25,+1.22%,20.40,20.84,19.95,37.00,6.61
finance/moneycentral.msn.com/NSC.html,41.23,+0.78,+1.93%,40.39,41.40,40.03,75.53,26.69
finance/moneycentral.msn.com/NTRS.html,55.19,-0.16,-0.29%,55.09,55.49,54.44,88.92,33.88
finance/moneycentral.msn.com/NOC.html,48.72,+0.55,+1.14%,47.85,49.02,47.80,72.87,33.81
finance/moneycentral.msn.com/NOVL.html,4.15,+0.01,+0.24%,4.07,4.18,4.07,6.62,2.49
finance/moneycentral.msn.com/NVLS.html,18.23,-0.18,-0.98%,18.19,18.50,17.78,23.50,10.26
finance/moneycentral.msn.com/NUE.html,47.50,-1.47,-3.00%,48.20,48.29,47.06,79.24,25.25
finance/moneycentral.msn.com/NVDA.html,11.51,-0.06,-0.52%,11.40,11.55,11.14,21.66,5.75
finance/moneycentral.msn.com/OXY.html,68.97,-1.66,-2.35%,69.97,69.97,68.25,92.49,39.93
finance/moneycentral.msn.com/ODP.html,4.80,-0.13,-2.64%,4.88,4.91,4.67,13.04,0.59
finance/moneycentral.msn.com/OMC.html,32.45,-0.09,-0.28%,32.43,32.57,31.85,47.58,20.09
finance/moneycentral.msn.com/OKE.html,30.00,-0.34,-1.12%,30.09,30.18,29.68,50.42,18.10
finance/moneycentral.msn.com/ONVI.html,5.38,-0.17,-3.06%,5.31,6.15,5.26,6.15,2.68
finance/moneycentral.msn.com/ORCL.html,20.85,-0.09,-0.43%,20.85,21.00,19.47,23.62,13.80
finance/moneycentral.msn.com/OSIS.html,17.24,unch,,17.18,17.24,16.67,25.56,10.15
finance/moneycentral.msn.com/OI.html,30.16,-0.01,-0.03%,29.94,30.33,29.44,53.01,9.53
finance/moneycentral.msn.com/PCAR.html,33.27,-0.58,-1.71%,33.54,33.94,32.81,48.10,20.38
finance/moneycentral.msn.com/PSUN.html,3.57,-0.15,-4.03%,3.74,3.76,3.54,10.05,0.72
finance/moneycentral.msn.com/PTV.html,21.80,-0.44,-1.98%,21.98,22.05,21.51,28.49,10.62
finance/moneycentral.msn.com/PLL.html,27.14,-0.42,-1.52%,27.47,27.56,26.69,43.19,18.20
finance/moneycentral.msn.com/PZZA.html,25.10,+0.20,+0.80%,24.78,25.17,24.41,30.68,12.78
finance/moneycentral.msn.com/PMTC.html,12.30,+0.33,+2.76%,11.92,12.30,11.89,21.54,7.18
finance/moneycentral.msn.com/PH.html,46.19,-0.02,-0.04%,45.92,46.20,45.31,79.96,27.69
finance/moneycentral.msn.com/PAYX.html,27.57,-0.75,-2.65%,27.88,27.97,26.95,35.53,20.31
finance/moneycentral.msn.com/PSS.html,13.85,+0.03,+0.22%,13.95,13.95,13.10,21.00,3.85
finance/moneycentral.msn.com/CRA.html,7.94,-0.29,-3.52%,8.19,8.38,7.81,17.56,5.03
finance/moneycentral.msn.com/JCP.html,29.16,+1.24,+4.44%,27.67,29.24,27.60,44.20,13.71
finance/moneycentral.msn.com/PSFT.html,0.58,unch,,NA,NA,NA,1.20,0.35
finance/moneycentral.msn.com/PBY.html,9.70,-0.19,-1.92%,9.77,10.08,9.58,10.36,2.62
finance/moneycentral.msn.com/PBG.html,33.57,+0.64,+1.94%,32.89,33.75,32.80,34.83,15.78
finance/moneycentral.msn.com/PEP.html,53.65,+0.68,+1.28%,52.85,53.85,52.60,75.25,43.78
finance/moneycentral.msn.com/PKI.html,17.32,unch,,16.96,17.42,16.96,29.95,10.88
finance/moneycentral.msn.com/PFE.html,14.76,+0.13,+0.89%,14.57,15.07,14.51,20.13,11.62
finance/moneycentral.msn.com/PCG.html,38.04,+0.28,+0.74%,37.68,38.26,37.31,42.98,26.67
finance/moneycentral.msn.com/MO.html,16.64,-0.21,-1.25%,16.80,16.89,16.52,21.86,14.34
finance/moneycentral.msn.com/PHG.html,19.21,-0.16,-0.83%,19.08,19.26,18.93,37.21,13.91
finance/moneycentral.msn.com/PNW.html,29.77,+0.66,+2.27%,28.94,29.96,28.58,37.88,22.32
finance/moneycentral.msn.com/PBI.html,22.06,-0.11,-0.50%,22.10,22.19,21.79,39.98,17.62
finance/moneycentral.msn.com/PLUG.html,1.05,-0.09,-7.89%,1.13,1.13,1.02,2.95,0.64
finance/moneycentral.msn.com/PMCS.html,7.76,-0.35,-4.32%,8.06,8.08,7.67,9.95,2.82
finance/moneycentral.msn.com/PNC.html,41.34,-1.09,-2.57%,42.17,42.67,41.00,87.99,16.20
finance/moneycentral.msn.com/RL.html,53.45,-1.07,-1.96%,53.91,54.25,52.33,82.02,31.22
finance/moneycentral.msn.com/PCH.html,27.30,+0.40,+1.49%,26.52,27.44,26.50,54.79,18.00
finance/moneycentral.msn.com/PWAV.html,1.62,+0.01,+0.62%,1.59,1.65,1.56,5.30,0.22
finance/moneycentral.msn.com/PPG.html,45.13,-0.32,-0.70%,45.76,45.76,44.88,69.89,28.16
finance/moneycentral.msn.com/PPL.html,33.30,+0.13,+0.39%,33.08,33.51,32.66,54.00,24.25
finance/moneycentral.msn.com/PX.html,74.74,-1.17,-1.54%,75.68,75.68,73.53,99.74,47.40
finance/moneycentral.msn.com/PCLN.html,115.31,-0.30,-0.26%,115.29,115.99,113.19,134.50,45.15
finance/moneycentral.msn.com/PG.html,52.55,+0.54,+1.04%,51.88,52.77,51.73,73.57,43.93
finance/moneycentral.msn.com/PGR.html,15.53,-0.44,-2.76%,16.08,16.08,15.35,21.19,9.76
finance/moneycentral.msn.com/PDLI.html,7.91,+0.15,+1.93%,7.78,7.95,7.74,12.70,5.20
finance/moneycentral.msn.com/PEG.html,32.54,-0.23,-0.70%,32.65,32.96,31.97,47.33,22.09
finance/moneycentral.msn.com/PHM.html,8.82,-0.05,-0.56%,8.87,8.94,8.63,23.24,6.49
finance/moneycentral.msn.com/QLGC.html,13.74,-0.12,-0.87%,13.77,13.87,13.38,20.21,8.69
finance/moneycentral.msn.com/QLTI.html,2.46,+0.04,+1.65%,2.47,2.48,2.37,4.09,1.40
finance/moneycentral.msn.com/QCOM.html,46.05,+0.07,+0.15%,46.14,46.39,45.08,56.88,28.16
finance/moneycentral.msn.com/QSFT.html,14.16,+0.12,+0.85%,13.88,14.21,13.84,16.16,10.31
finance/moneycentral.msn.com/ZQK.html,2.37,-0.05,-2.07%,2.45,2.45,2.32,10.34,0.80
finance/moneycentral.msn.com/RSH.html,15.11,+0.29,+1.96%,14.91,15.20,14.57,19.90,6.47
finance/moneycentral.msn.com/RMBS.html,17.39,+2.30,+15.24%,16.84,17.81,16.55,21.87,4.95
finance/moneycentral.msn.com/RTN.html,45.31,-0.36,-0.79%,45.57,45.69,44.93,64.00,33.20
finance/moneycentral.msn.com/REGN.html,16.36,+0.29,+1.80%,15.93,16.42,15.68,25.00,11.81
finance/moneycentral.msn.com/RIMM.html,83.02,-2.42,-2.83%,84.77,84.87,82.60,148.13,35.05
finance/moneycentral.msn.com/RMD.html,40.11,+0.76,+1.93%,39.26,40.13,39.01,50.58,28.90
finance/moneycentral.msn.com/RFMD.html,3.57,+0.14,+4.08%,3.48,3.59,3.33,3.98,0.70
finance/moneycentral.msn.com/ROK.html,33.44,+0.10,+0.30%,32.99,33.44,32.61,56.12,17.50
finance/moneycentral.msn.com/ROH.html,78.94,unch,,NA,NA,NA,78.96,44.13
finance/moneycentral.msn.com/RDC.html,23.19,-0.45,-1.90%,23.33,23.33,22.55,47.94,10.28
finance/moneycentral.msn.com/R.html,30.39,-0.71,-2.28%,30.84,31.18,29.53,75.09,19.00
finance/moneycentral.msn.com/SWY.html,21.26,+0.28,+1.33%,20.80,21.28,20.80,31.15,17.19
finance/moneycentral.msn.com/SLAB.html,37.86,-0.41,-1.07%,37.99,37.99,36.99,39.24,17.05
finance/moneycentral.msn.com/SNDK.html,15.55,-0.15,-0.96%,15.61,15.61,14.88,24.75,5.07
finance/moneycentral.msn.com/SANM.html,0.67,+0.01,+1.50%,0.66,0.68,0.65,2.66,0.18
finance/moneycentral.msn.com/SAPE.html,5.64,+0.01,+0.18%,5.56,5.71,5.50,9.97,3.25
finance/moneycentral.msn.com/SLE.html,9.01,-0.09,-0.99%,9.07,9.13,8.95,15.07,6.80
finance/moneycentral.msn.com/SBC.html,90.00,unch,,NA,NA,NA,101.00,70.00
finance/moneycentral.msn.com/SGP.html,23.82,-0.11,-0.46%,23.88,24.43,23.59,24.67,11.97
finance/moneycentral.msn.com/SLB.html,60.27,-1.91,-3.07%,60.96,61.19,59.21,111.95,35.05
finance/moneycentral.msn.com/SEE.html,19.12,-0.06,-0.31%,19.09,19.22,18.80,25.32,10.38
finance/moneycentral.msn.com/S.html,5.29,+0.21,+4.13%,5.05,5.44,5.02,9.75,1.35
finance/moneycentral.msn.com/SRE.html,49.04,+0.61,+1.26%,48.11,49.15,47.66,58.99,34.29
finance/moneycentral.msn.com/SHW.html,55.10,-0.14,-0.25%,55.32,55.45,54.25,65.00,42.19
finance/moneycentral.msn.com/SIAL.html,50.35,-0.48,-0.94%,50.53,50.75,49.97,62.74,31.45
finance/moneycentral.msn.com/SKX.html,9.58,+0.04,+0.42%,9.46,9.58,9.37,24.00,5.20
finance/moneycentral.msn.com/SLM.html,8.69,+0.28,+3.33%,8.40,8.85,8.35,25.05,3.11
finance/moneycentral.msn.com/SNA.html,32.15,+0.14,+0.44%,32.01,32.19,31.45,60.32,20.51
finance/moneycentral.msn.com/SNE.html,27.29,-0.13,-0.47%,27.01,27.34,27.00,49.91,15.64
finance/moneycentral.msn.com/SO.html,30.55,+0.64,+2.14%,29.94,30.80,29.61,40.00,26.48
finance/moneycentral.msn.com/LUV.html,6.61,-0.03,-0.45%,6.63,6.73,6.53,16.77,4.95
finance/moneycentral.msn.com/STJ.html,37.85,-0.21,-0.55%,38.00,38.50,37.65,48.49,24.98
finance/moneycentral.msn.com/SWK.html,37.21,+0.16,+0.43%,36.68,37.26,36.33,49.58,22.61
finance/moneycentral.msn.com/SPLS.html,21.13,+0.59,+2.87%,20.46,21.16,20.26,26.57,13.57
finance/moneycentral.msn.com/SBUX.html,14.55,+0.29,+2.03%,14.17,14.56,14.02,18.56,7.06
finance/moneycentral.msn.com/STT.html,47.56,-0.01,-0.02%,47.18,47.89,46.92,74.85,14.43
finance/moneycentral.msn.com/SUN.html,26.43,-0.62,-2.29%,26.59,26.73,26.15,49.44,21.30
finance/moneycentral.msn.com/STI.html,16.69,-0.09,-0.54%,16.68,17.29,16.51,64.00,6.00
finance/moneycentral.msn.com/SVU.html,16.38,-0.29,-1.74%,16.55,16.63,16.02,33.98,8.59
finance/moneycentral.msn.com/SNV.html,3.60,+0.24,+7.14%,3.35,3.69,3.25,23.70,2.30
finance/moneycentral.msn.com/SYY.html,23.94,+0.24,+1.01%,23.63,23.94,23.42,35.00,19.39
finance/moneycentral.msn.com/TROW.html,43.16,-0.23,-0.53%,43.21,43.25,42.37,70.20,20.09
finance/moneycentral.msn.com/TGT.html,40.38,+0.83,+2.10%,39.64,40.46,39.01,59.55,25.00
finance/moneycentral.msn.com/TLAB.html,5.82,-0.05,-0.85%,5.86,5.91,5.76,6.02,3.10
finance/moneycentral.msn.com/TIN.html,13.00,+0.07,+0.54%,12.78,13.00,12.65,20.49,2.34
finance/moneycentral.msn.com/THC.html,3.06,-0.43,-12.32%,3.45,3.45,3.03,6.70,0.78
finance/moneycentral.msn.com/TER.html,7.05,-0.15,-2.08%,7.19,7.19,6.85,12.01,2.80
finance/moneycentral.msn.com/TXN.html,20.79,-0.05,-0.24%,20.77,20.81,20.20,30.66,13.38
finance/moneycentral.msn.com/TXT.html,11.48,+0.25,+2.23%,11.18,11.55,11.08,59.33,3.57
finance/moneycentral.msn.com/LTD.html,12.81,+0.53,+4.32%,12.32,12.83,12.00,22.16,5.98
finance/moneycentral.msn.com/TMO.html,41.79,-0.08,-0.19%,41.54,42.01,41.29,62.77,26.65
finance/moneycentral.msn.com/TNB.html,31.98,-0.58,-1.78%,32.20,32.20,30.90,48.19,15.79
finance/moneycentral.msn.com/TIBX.html,6.53,-0.12,-1.80%,6.62,6.69,6.48,8.78,3.45
finance/moneycentral.msn.com/TIF.html,27.29,-0.51,-1.83%,27.86,28.08,27.01,47.93,16.70
finance/moneycentral.msn.com/TBL.html,14.43,-0.41,-2.76%,14.71,14.71,13.94,19.41,7.19
finance/moneycentral.msn.com/TKR.html,18.87,-0.35,-1.82%,19.10,19.10,18.59,37.46,9.88
finance/moneycentral.msn.com/TJX.html,30.73,+0.78,+2.60%,29.78,30.86,29.36,37.52,17.80
finance/moneycentral.msn.com/TMK.html,38.29,-1.03,-2.62%,39.18,39.20,37.74,66.00,16.16
finance/moneycentral.msn.com/TM.html,78.84,-0.24,-0.30%,78.65,78.84,78.00,104.40,55.41
finance/moneycentral.msn.com/RIG.html,82.58,-2.07,-2.45%,83.19,83.67,81.60,154.90,41.95
finance/moneycentral.msn.com/TRB.html,0.01,unch,,NA,NA,NA,0.06,0.01
finance/moneycentral.msn.com/YUM.html,35.01,+0.81,+2.37%,34.08,35.05,33.98,40.25,21.50
finance/moneycentral.msn.com/TUP.html,26.37,-0.19,-0.72%,26.42,26.61,25.83,41.33,10.91
finance/moneycentral.msn.com/TXU.html,6.50,unch,,NA,NA,NA,6.50,6.50
finance/moneycentral.msn.com/TYC.html,27.47,-0.11,-0.40%,27.27,27.62,27.15,46.26,15.17
finance/moneycentral.msn.com/USB.html,18.58,+0.22,+1.20%,18.26,18.63,18.26,42.23,8.06
finance/moneycentral.msn.com/UN.html,24.61,-0.58,-2.30%,24.42,24.65,24.26,31.17,16.91
finance/moneycentral.msn.com/UNP.html,54.36,+1.20,+2.26%,52.78,54.41,52.66,85.80,33.28
finance/moneycentral.msn.com/UIS.html,1.48,+0.04,+2.78%,1.48,1.48,1.40,4.70,0.28
finance/moneycentral.msn.com/UPS.html,50.53,-1.25,-2.41%,51.60,51.74,50.08,70.00,37.99
finance/moneycentral.msn.com/USM.html,41.01,-0.27,-0.65%,40.70,41.07,39.83,63.00,27.18
finance/moneycentral.msn.com/UTX.html,55.84,+0.29,+0.52%,55.34,55.97,54.77,69.37,37.40
finance/moneycentral.msn.com/UNH.html,24.21,+0.16,+0.67%,23.80,24.43,23.48,33.49,14.51
finance/moneycentral.msn.com/UVV.html,36.89,-0.53,-1.42%,37.36,37.47,36.53,56.00,25.35
finance/moneycentral.msn.com/UCL.html,NA,na,NA%,NA,NA,NA,NA,NA
finance/moneycentral.msn.com/UNM.html,16.86,-0.15,-0.88%,16.96,16.96,16.47,29.86,7.61
finance/moneycentral.msn.com/MRO.html,32.42,-0.42,-1.28%,32.18,32.52,31.93,53.98,19.34
finance/moneycentral.msn.com/X.html,39.32,-2.51,-6.00%,40.92,41.17,38.80,196.00,16.66
finance/moneycentral.msn.com/UTSI.html,1.93,-0.22,-10.23%,2.01,2.09,1.90,5.94,0.63
finance/moneycentral.msn.com/VRSN.html,19.24,unch,,19.24,19.40,18.92,41.03,16.23
finance/moneycentral.msn.com/VZ.html,29.92,+0.17,+0.57%,29.69,30.06,29.61,37.56,23.07
finance/moneycentral.msn.com/VRTS.html,15.67,+0.19,+1.23%,15.80,15.80,15.30,16.70,3.78
finance/moneycentral.msn.com/VFC.html,58.40,-0.91,-1.53%,59.19,59.33,58.15,84.60,38.22
finance/moneycentral.msn.com/VIA.html,25.00,-0.06,-0.24%,24.77,25.02,24.33,33.87,13.00
finance/moneycentral.msn.com/VOD.html,19.00,+0.06,+0.32%,18.88,19.05,18.72,31.21,15.30
finance/moneycentral.msn.com/VMC.html,47.20,+4.50,+10.54%,42.93,47.21,42.93,100.25,34.30
finance/moneycentral.msn.com/WAG.html,31.18,+0.25,+0.81%,30.84,31.18,30.58,37.85,21.28
finance/moneycentral.msn.com/WMT.html,49.84,+0.52,+1.05%,49.35,49.86,49.21,63.85,46.25
finance/moneycentral.msn.com/WMI.html,28.60,+0.04,+0.14%,28.48,28.67,28.19,39.25,22.10
finance/moneycentral.msn.com/WPI.html,29.91,+0.06,+0.20%,29.77,30.01,29.35,32.95,20.17
finance/moneycentral.msn.com/WLP.html,46.72,+1.13,+2.48%,45.46,47.70,45.15,57.86,27.50
finance/moneycentral.msn.com/WFC.html,25.48,+0.46,+1.84%,24.92,25.50,24.78,44.69,7.80
finance/moneycentral.msn.com/WEN.html,3.98,+0.01,+0.25%,3.95,4.13,3.83,7.34,2.63
finance/moneycentral.msn.com/WY.html,34.18,-0.36,-1.04%,34.16,34.30,33.51,65.50,18.67
finance/moneycentral.msn.com/WHR.html,43.73,+0.87,+2.03%,42.37,43.73,41.97,91.87,19.19
finance/moneycentral.msn.com/WMB.html,17.31,-0.33,-1.87%,17.47,17.57,17.20,40.75,9.52
finance/moneycentral.msn.com/WOR.html,14.85,-0.33,-2.17%,15.04,15.23,14.31,26.14,6.99
finance/moneycentral.msn.com/WWE.html,13.59,+0.07,+0.52%,13.46,13.59,13.14,17.13,8.76
finance/moneycentral.msn.com/XRX.html,6.98,-0.02,-0.29%,6.97,7.14,6.80,14.62,4.12
finance/moneycentral.msn.com/XLNX.html,20.91,-0.52,-2.43%,21.28,21.39,20.44,28.20,14.28
finance/moneycentral.msn.com/YHOO.html,16.40,+0.21,+1.30%,16.17,16.47,16.10,26.33,8.94
finance/moneycentral.msn.com/ZIGO.html,5.44,-0.26,-4.56%,5.67,5.72,5.33,13.79,3.06
