url,NUMBER : value,NUMBER : open,NUMBER : high,NUMBER : low,NUMBER : volume
finance/quotes.nasdaq.com/bac.html,$ 13.72,,$ 13.93,$ 13.23,"448,295,799"
finance/quotes.nasdaq.com/bk.html,$ 29.02,,$ 29.02,$ 28.48,"6,086,762"
finance/quotes.nasdaq.com/bcr.html,$ 74.05,,$ 74.955,$ 73.25,"619,986"
finance/quotes.nasdaq.com/bks.html,$ 23.32,,$ 23.42,$ 22.53,"756,543"
finance/quotes.nasdaq.com/abx.html,$ 33.99,,$ 34.23,$ 33.35,"8,841,186"
finance/quotes.nasdaq.com/bax.html,$ 49.53,,$ 50.48,$ 47.08,"10,086,604"
finance/quotes.nasdaq.com/bbt.html,$ 23.14,,$ 23.19,$ 22.45,"6,552,050"
finance/quotes.nasdaq.com/bce.html,$ 21.59,,$ 21.94,$ 21.49,"1,200,802"
finance/quotes.nasdaq.com/bsc.html,$ 8.744,,N/A,N/A,0
finance/quotes.nasdaq.com/bdx.html,$ 68.35,,$ 68.87,$ 67.72,"1,323,767"
finance/quotes.nasdaq.com/bbby.html,$ 28.36,$ 27.70,$ 28.41,$ 27.23,"5,167,841"
finance/quotes.nasdaq.com/bms.html,$ 25,,$ 25.39,$ 24.82,"590,137"
finance/quotes.nasdaq.com/bby.html,$ 38.55,,$ 38.69,$ 36.90,"7,140,872"
finance/quotes.nasdaq.com/bbh.html,$ 91.68,,$ 92.27,$ 90.69,"54,400"
finance/quotes.nasdaq.com/bdk.html,$ 30.95,,$ 31.06,$ 30.23,"763,251"
finance/quotes.nasdaq.com/hrb.html,$ 15.69,,$ 15.80,$ 15.35,"1,540,981"
finance/quotes.nasdaq.com/bbi.html,$ 0.87,,$ 0.9089,$ 0.86,"1,258,709"
finance/quotes.nasdaq.com/bmc.html,$ 35.39,,$ 35.48,$ 34.71,"1,466,804"
finance/quotes.nasdaq.com/ba.html,$ 51.44,,$ 51.56,$ 50.11,"5,476,628"
finance/quotes.nasdaq.com/bsx.html,$ 9.37,,$ 9.50,$ 9.17,"7,202,153"
finance/quotes.nasdaq.com/bp.html,$ 51.20,,$ 51.24,$ 50.575,"4,970,474"
finance/quotes.nasdaq.com/bgg.html,$ 15.88,,$ 16,$ 15.59,"228,683"
finance/quotes.nasdaq.com/bmy.html,$ 19.81,,$ 20,$ 19.67,"10,685,361"
finance/quotes.nasdaq.com/bsy.html,$ 29.19,,$ 29.20,$ 28.85,"23,021"
finance/quotes.nasdaq.com/brcm.html,$ 26.30,$ 26.67,$ 26.67,$ 25.66,"9,430,048"
finance/quotes.nasdaq.com/brcd.html,$ 7.80,$ 7.75,$ 7.92,$ 7.59,"19,337,172"
finance/quotes.nasdaq.com/bc.html,$ 4.32,,$ 4.37,$ 4.19,"449,912"
finance/quotes.nasdaq.com/bni.html,$ 77.36,,$ 77.70,$ 75.13,"2,700,887"
finance/quotes.nasdaq.com/br.html,$ 17.18,,$ 17.22,$ 16.93,"604,471"
finance/quotes.nasdaq.com/cpn.html,$ 11.82,,$ 11.8675,$ 11.35,"2,921,785"
finance/quotes.nasdaq.com/cpb.html,$ 29.10,,$ 29.30,$ 28.80,"1,863,922"
finance/quotes.nasdaq.com/cof.html,$ 23.94,,$ 24.50,$ 23.72,"8,252,934"
finance/quotes.nasdaq.com/cah.html,$ 30.96,,$ 31.43,$ 30.67,"3,244,338"
finance/quotes.nasdaq.com/ccl.html,$ 24.17,,$ 24.20,$ 23.58,"5,108,393"
finance/quotes.nasdaq.com/cat.html,$ 37.73,,$ 37.77,$ 37.02,"8,567,660"
finance/quotes.nasdaq.com/cra.html,$ 7.94,$ 8.19,$ 8.38,$ 7.81,"593,460"
finance/quotes.nasdaq.com/celg.html,$ 43.23,$ 43.20,$ 43.64,$ 42.68,"3,608,868"
finance/quotes.nasdaq.com/ctx.html,$ 8.48,,$ 8.55,$ 8.26,"3,757,867"
finance/quotes.nasdaq.com/ctl.html,$ 32.06,,$ 32.38,$ 31.40,"2,082,026"
finance/quotes.nasdaq.com/cf.html,$ 82.50,,$ 83.71,$ 80.98,"1,108,534"
finance/quotes.nasdaq.com/chkp.html,$ 24.09,$ 23.83,$ 24.17,$ 23.69,"2,498,838"
finance/quotes.nasdaq.com/cvx.html,$ 72.67,,$ 72.75,$ 70.69,"13,931,638"
finance/quotes.nasdaq.com/chl.html,$ 52.98,,$ 53.03,$ 52.26,"1,614,648"
finance/quotes.nasdaq.com/china.html,$ 1.66,$ 1.64,$ 1.66,$ 1.57,"674,378"
finance/quotes.nasdaq.com/cb.html,$ 40.82,,$ 41.24,$ 40.56,"1,571,125"
finance/quotes.nasdaq.com/ci.html,$ 20.89,,$ 21.16,$ 20.21,"4,074,970"
finance/quotes.nasdaq.com/cinf.html,$ 23.84,$ 23.86,$ 24.15,$ 23.695,"709,727"
finance/quotes.nasdaq.com/csco.html,$ 19.91,$ 19.89,$ 20,$ 19.63,"41,372,311"
finance/quotes.nasdaq.com/c.html,$ 3.47,,$ 3.55,$ 3.44,"139,079,006"
finance/quotes.nasdaq.com/ctxs.html,$ 34.10,$ 33.24,$ 34.19,$ 32.80,"4,170,314"
finance/quotes.nasdaq.com/ccu.html,$ 35.69,,$ 35.99,$ 33.85,"81,372"
finance/quotes.nasdaq.com/clx.html,$ 56.39,,$ 56.49,$ 54.36,"3,982,400"
finance/quotes.nasdaq.com/cms.html,$ 12.30,,$ 12.37,$ 11.90,"5,084,916"
finance/quotes.nasdaq.com/coke.html,$ 56.35,$ 56.72,$ 56.72,$ 55.67,"9,355"
finance/quotes.nasdaq.com/ko.html,$ 48.89,,$ 49.04,$ 48.48,"8,620,310"
finance/quotes.nasdaq.com/cce.html,$ 17.18,,$ 17.40,$ 17.07,"2,736,160"
finance/quotes.nasdaq.com/cl.html,$ 71.38,,$ 72,$ 69.79,"3,068,588"
finance/quotes.nasdaq.com/cmcsk.html,$ 13.73,$ 13.69,$ 13.75,$ 13.39,"4,576,784"
finance/quotes.nasdaq.com/cma.html,$ 22.63,,$ 23.15,$ 22.38,"1,960,754"
finance/quotes.nasdaq.com/ca.html,$ 17.73,$ 17.69,$ 17.99,$ 17.46,"3,595,606"
finance/quotes.nasdaq.com/csc.html,$ 44.99,,$ 45.12,$ 44.095,"1,133,822"
finance/quotes.nasdaq.com/cpwr.html,$ 7.43,$ 7.44,$ 7.66,$ 7.305,"2,904,081"
finance/quotes.nasdaq.com/cmvt.html,$ 7.60,,$ 7.70,$ 7.50,"165,015"
finance/quotes.nasdaq.com/cag.html,$ 19.46,,$ 19.69,$ 19.34,"4,408,301"
finance/quotes.nasdaq.com/ed.html,$ 37.08,,$ 37.15,$ 36.1301,"1,755,160"
finance/quotes.nasdaq.com/ceg.html,$ 27.23,,$ 27.47,$ 26.70,"3,096,042"
finance/quotes.nasdaq.com/cal.html,$ 9.09,,$ 9.46,$ 9.05,"4,564,492"
finance/quotes.nasdaq.com/cvg.html,$ 9.28,,$ 9.40,$ 9.1508,"555,634"
finance/quotes.nasdaq.com/cbe.html,$ 34.13,,$ 34.26,$ 33.67,"2,088,234"
finance/quotes.nasdaq.com/ctb.html,$ 9.22,,$ 9.88,$ 8.95,"1,237,578"
finance/quotes.nasdaq.com/glw.html,$ 15.89,,$ 15.90,$ 15.41,"10,949,120"
finance/quotes.nasdaq.com/cost.html,$ 47.03,$ 46.22,$ 47.10,$ 45.96,"4,735,611"
finance/quotes.nasdaq.com/cr.html,$ 24.06,,$ 24.59,$ 23.8233,"365,530"
finance/quotes.nasdaq.com/cree.html,$ 28.74,$ 29.31,$ 29.36,$ 28.30,"1,424,633"
finance/quotes.nasdaq.com/cck.html,$ 23.25,,$ 23.62,$ 23.01,"1,741,720"
finance/quotes.nasdaq.com/csx.html,$ 36.52,,$ 36.5726,$ 34.7654,"8,478,100"
finance/quotes.nasdaq.com/crgn.html,$ 1.38,$ 1.37,$ 1.39,$ 1.35,"545,924"
finance/quotes.nasdaq.com/cvs.html,$ 30.35,,$ 30.36,$ 29.90,"7,274,355"
finance/quotes.nasdaq.com/dcx.html,$ 7.88,,N/A,N/A,0
finance/quotes.nasdaq.com/dhr.html,$ 62.77,,$ 63.03,$ 62,"1,456,590"
finance/quotes.nasdaq.com/dri.html,$ 33.80,,$ 33.83,$ 32.67,"2,024,967"
finance/quotes.nasdaq.com/de.html,$ 44.77,,$ 44.78,$ 43.70,"3,587,279"
finance/quotes.nasdaq.com/dell.html,$ 13.39,$ 13.25,$ 13.40,$ 13.05,"25,270,320"
finance/quotes.nasdaq.com/dal.html,$ 6.40,,$ 6.74,$ 6.37,"11,727,463"
finance/quotes.nasdaq.com/del.html,$ 38.57,,$ 38.85,$ 37.09,"40,765"
finance/quotes.nasdaq.com/dlx.html,$ 14.71,,$ 14.99,$ 14.26,"222,798"
finance/quotes.nasdaq.com/dia.html,$ 88.31,,$ 88.33,$ 87.37,"12,743,832"
finance/quotes.nasdaq.com/dds.html,$ 10.04,,$ 10.08,$ 9.46,"755,492"
finance/quotes.nasdaq.com/dis.html,$ 25.06,,$ 25.39,$ 24.52,"7,332,339"
finance/quotes.nasdaq.com/dltr.html,$ 43.29,$ 43.36,$ 43.70,$ 42.56,"1,171,711"
finance/quotes.nasdaq.com/d.html,$ 33.39,,$ 33.52,$ 32.44,"3,535,508"
finance/quotes.nasdaq.com/dov.html,$ 36.16,,$ 36.16,$ 35.35,"1,419,848"
finance/quotes.nasdaq.com/dow.html,$ 17.34,,$ 17.50,$ 17.05,"9,925,352"
finance/quotes.nasdaq.com/dte.html,$ 31.96,,$ 32.10,$ 31.15,"908,450"
finance/quotes.nasdaq.com/duk.html,$ 14.67,,$ 14.76,$ 14.25,"14,473,344"
finance/quotes.nasdaq.com/dnb.html,$ 83.55,,$ 83.70,$ 82.55,"229,914"
finance/quotes.nasdaq.com/dd.html,$ 27,,$ 27.24,$ 26.61,"7,121,153"
finance/quotes.nasdaq.com/elnk.html,$ 7.77,$ 7.88,$ 7.90,$ 7.65,"726,400"
finance/quotes.nasdaq.com/emn.html,$ 40.65,,$ 41.31,$ 40.13,"742,733"
finance/quotes.nasdaq.com/ek.html,$ 2.95,,$ 2.96,$ 2.782,"2,773,119"
finance/quotes.nasdaq.com/etn.html,$ 49.18,,$ 49.22,$ 48.04,"1,024,801"
finance/quotes.nasdaq.com/ebay.html,$ 17.80,$ 17.89,$ 17.95,$ 17.45,"10,883,867"
finance/quotes.nasdaq.com/elon.html,$ 8.06,$ 7.77,$ 8.0895,$ 7.66,"158,998"
finance/quotes.nasdaq.com/dish.html,$ 15.33,$ 15.50,$ 15.71,$ 14.99,"3,887,215"
finance/quotes.nasdaq.com/ecl.html,$ 38.69,,$ 38.80,$ 37.94,"1,602,171"
finance/quotes.nasdaq.com/eix.html,$ 32.49,,$ 32.52,$ 31.23,"3,656,784"
finance/quotes.nasdaq.com/erts.html,$ 21.93,$ 21.80,$ 22.035,$ 21.60,"5,139,125"
finance/quotes.nasdaq.com/emc.html,$ 13.26,,$ 13.28,$ 12.74,"21,410,091"
finance/quotes.nasdaq.com/emr.html,$ 35.07,,$ 35.08,$ 34.33,"3,594,187"
finance/quotes.nasdaq.com/ec.html,$ 24.77,,$ 25,$ 24.41,"19,271"
finance/quotes.nasdaq.com/etr.html,$ 78.24,,$ 78.667,$ 74.95,"1,600,896"
finance/quotes.nasdaq.com/enz.html,$ 5.49,,$ 5.49,$ 5.30,"81,914"
finance/quotes.nasdaq.com/efx.html,$ 27.29,,$ 27.29,$ 26.73,"1,170,331"
finance/quotes.nasdaq.com/xom.html,$ 73.78,,$ 74.16,$ 73.10,"21,698,405"
finance/quotes.nasdaq.com/fre.html,$ 0.70,,$ 0.71,$ 0.69,"4,772,987"
finance/quotes.nasdaq.com/fnm.html,$ 0.66,,$ 0.67,$ 0.65,"10,702,263"
finance/quotes.nasdaq.com/fdx.html,$ 54.39,,$ 56.22,$ 53.63,"3,844,319"
finance/quotes.nasdaq.com/fitb.html,$ 8.03,$ 7.75,$ 8.03,$ 7.74,"22,625,444"
finance/quotes.nasdaq.com/fe.html,$ 40.48,,$ 40.60,$ 38.56,"4,120,716"
finance/quotes.nasdaq.com/flex.html,$ 4.40,$ 4.58,$ 4.60,$ 4.35,"4,894,772"
finance/quotes.nasdaq.com/flr.html,$ 53.85,,$ 53.85,$ 52.80,"2,637,308"
finance/quotes.nasdaq.com/fmc.html,$ 52.45,,$ 52.81,$ 52.02,"841,536"
finance/quotes.nasdaq.com/f.html,$ 6.11,,$ 6.15,$ 5.92,"54,584,184"
finance/quotes.nasdaq.com/fo.html,$ 37.03,,$ 37.13,$ 36.26,"857,798"
finance/quotes.nasdaq.com/fosl.html,$ 23.12,$ 23.50,$ 23.64,$ 22.663,"478,718"
finance/quotes.nasdaq.com/fpl.html,$ 57.39,,$ 57.90,$ 55.72,"1,827,107"
finance/quotes.nasdaq.com/ben.html,$ 75.99,,$ 76.89,$ 74.64,"1,060,548"
finance/quotes.nasdaq.com/fcx.html,$ 58.51,,$ 60.27,$ 58.09,"17,173,569"
finance/quotes.nasdaq.com/fcel.html,$ 4.59,$ 4.63,$ 4.77,$ 4.50,"659,644"
finance/quotes.nasdaq.com/gci.html,$ 4.22,,$ 4.27,$ 4.1499,"2,597,449"
finance/quotes.nasdaq.com/gps.html,$ 16.37,,$ 16.61,$ 15.90,"8,544,065"
finance/quotes.nasdaq.com/gd.html,$ 59.76,,$ 60.03,$ 58.63,"1,535,783"
finance/quotes.nasdaq.com/ge.html,$ 13.51,,$ 13.52,$ 13.29,"57,438,407"
finance/quotes.nasdaq.com/gis.html,$ 54.92,,$ 55.11,$ 54.21,"1,818,304"
finance/quotes.nasdaq.com/osci.html,$ 0.27,$ 0.26,$ 0.315,$ 0.2508,"32,202,381"
finance/quotes.nasdaq.com/gpc.html,$ 33.79,,$ 33.97,$ 33.43,"717,800"
finance/quotes.nasdaq.com/g.html,$ 11.26,,$ 11.26,$ 10.87,"193,096"
finance/quotes.nasdaq.com/gr.html,$ 53.36,,$ 53.36,$ 51.54,"1,440,325"
finance/quotes.nasdaq.com/gt.html,$ 12.41,,$ 13.05,$ 12.17,"5,454,284"
finance/quotes.nasdaq.com/goog.html,$ 424.84,$ 426.86,$ 427.70,$ 421.21,"2,918,429"
finance/quotes.nasdaq.com/gra.html,$ 13.48,,$ 13.70,$ 13.28,"230,234"
finance/quotes.nasdaq.com/gww.html,$ 83.81,,$ 83.96,$ 82.91,"836,313"
finance/quotes.nasdaq.com/gap.html,$ 4.98,,$ 5,$ 4.76,"586,795"
finance/quotes.nasdaq.com/ges.html,$ 26.56,,$ 26.67,$ 25.35,"2,319,573"
finance/quotes.nasdaq.com/hal.html,$ 23.99,,$ 24.13,$ 23.60,"15,072,420"
finance/quotes.nasdaq.com/hig.html,$ 12.95,,$ 13.60,$ 12.80,"20,403,412"
finance/quotes.nasdaq.com/has.html,$ 25.09,,$ 25.65,$ 24.74,"3,273,163"
finance/quotes.nasdaq.com/hlth.html,$ 11.92,$ 11.68,$ 12.01,$ 11.62,"556,532"
finance/quotes.nasdaq.com/hnz.html,$ 36.32,,$ 36.46,$ 35.84,"2,037,039"
finance/quotes.nasdaq.com/hp.html,$ 34.92,,$ 35.13,$ 33.86,"1,424,822"
finance/quotes.nasdaq.com/hsy.html,$ 35.39,,$ 35.45,$ 34.90,"580,972"
finance/quotes.nasdaq.com/hd.html,$ 24.15,,$ 24.24,$ 23.8298,"18,283,987"
finance/quotes.nasdaq.com/hmc.html,$ 28.86,,$ 28.89,$ 28.51,"656,521"
finance/quotes.nasdaq.com/hon.html,$ 35.41,,$ 35.67,$ 35.0475,"4,422,483"
finance/quotes.nasdaq.com/hott.html,$ 7.14,$ 7.27,$ 7.30,$ 6.95,"1,741,202"
finance/quotes.nasdaq.com/hgsi.html,$ 2.89,$ 2.91,$ 3,$ 2.765,"9,788,301"
finance/quotes.nasdaq.com/hum.html,$ 29.41,,$ 29.63,$ 28.44,"1,926,098"
finance/quotes.nasdaq.com/hban.html,$ 4.15,$ 4.12,$ 4.26,$ 4.11,"24,840,740"
finance/quotes.nasdaq.com/itw.html,$ 38.08,,$ 38.1903,$ 37.28,"3,334,496"
finance/quotes.nasdaq.com/rx.html,$ 13.29,,$ 13.35,$ 12.33,"3,759,504"
finance/quotes.nasdaq.com/n.html,$ 11.84,,$ 11.91,$ 11.15,"167,786"
finance/quotes.nasdaq.com/incy.html,$ 3.33,$ 3.35,$ 3.44,$ 3.23,"1,079,243"
finance/quotes.nasdaq.com/insp.html,$ 7.21,$ 7.10,$ 7.28,$ 7,"99,360"
finance/quotes.nasdaq.com/infy.html,$ 37.12,$ 36.55,$ 37.13,$ 36.30,"1,814,687"
finance/quotes.nasdaq.com/ir.html,$ 23.06,,$ 23.06,$ 22.44,"4,848,617"
finance/quotes.nasdaq.com/intc.html,$ 16.31,$ 16.23,$ 16.31,$ 16.02,"47,625,571"
finance/quotes.nasdaq.com/icge.html,$ 6.07,$ 6.01,$ 6.13,$ 5.97,"145,743"
finance/quotes.nasdaq.com/ipg.html,$ 6,,$ 6,$ 5.83,"2,966,249"
finance/quotes.nasdaq.com/isil.html,$ 13.02,$ 13.25,$ 13.25,$ 12.77,"2,250,109"
finance/quotes.nasdaq.com/ibm.html,$ 108.21,,$ 109.28,$ 107.75,"7,250,917"
finance/quotes.nasdaq.com/iff.html,$ 32.96,,$ 33.15,$ 32.55,"625,251"
finance/quotes.nasdaq.com/ip.html,$ 15.81,,$ 15.85,$ 15.005,"5,700,002"
finance/quotes.nasdaq.com/intu.html,$ 28.64,$ 28.34,$ 28.64,$ 28.01,"2,289,884"
finance/quotes.nasdaq.com/itt.html,$ 46.66,,$ 46.73,$ 45.55,"1,300,741"
finance/quotes.nasdaq.com/jbl.html,$ 7.55,,$ 7.61,$ 7.40,"2,254,353"
finance/quotes.nasdaq.com/jkhy.html,$ 19.09,$ 19.02,$ 19.12,$ 18.83,"388,395"
finance/quotes.nasdaq.com/jnj.html,$ 56.06,,$ 56.54,$ 55.72,"11,882,289"
finance/quotes.nasdaq.com/jci.html,$ 21.57,,$ 21.91,$ 21.09,"5,372,819"
finance/quotes.nasdaq.com/jnpr.html,$ 23.87,$ 23.84,$ 23.93,$ 23.43,"6,592,309"
finance/quotes.nasdaq.com/kbh.html,$ 14.09,,$ 14.50,$ 13.82,"3,030,621"
finance/quotes.nasdaq.com/kei.html,$ 3.99,,$ 4.51,$ 3.99,"46,380"
finance/quotes.nasdaq.com/k.html,$ 44.55,,$ 44.61,$ 43.50,"1,921,859"
finance/quotes.nasdaq.com/key.html,$ 6.12,,$ 6.17,$ 5.92,"24,963,592"
finance/quotes.nasdaq.com/keyn.html,$ 8.73,$ 8.41,$ 8.881,$ 8.20,"27,648"
finance/quotes.nasdaq.com/kmb.html,$ 52.73,,$ 52.95,$ 52.15,"1,480,322"
finance/quotes.nasdaq.com/klac.html,$ 25.88,$ 26.36,$ 26.57,$ 25.41,"5,033,448"
finance/quotes.nasdaq.com/kss.html,$ 46.59,,$ 46.68,$ 45.15,"3,469,365"
finance/quotes.nasdaq.com/kkd.html,$ 3.44,,$ 3.45,$ 3.31,"335,303"
finance/quotes.nasdaq.com/kr.html,$ 21.72,,$ 21.898,$ 21.49,"6,422,818"
finance/quotes.nasdaq.com/ksws.html,$ 8.86,$ 8.88,$ 8.91,$ 8.51,"69,328"
finance/quotes.nasdaq.com/kyo.html,$ 76.94,,$ 77.29,$ 76.45,"160,836"
finance/quotes.nasdaq.com/lrcx.html,$ 25.64,$ 25.74,$ 26.02,$ 24.81,"1,990,920"
finance/quotes.nasdaq.com/leg.html,$ 15.50,,$ 15.76,$ 15.215,"1,531,566"
finance/quotes.nasdaq.com/lxk.html,$ 16.27,,$ 16.54,$ 16.12,"1,431,131"
finance/quotes.nasdaq.com/lly.html,$ 34.29,,$ 34.84,$ 34.07,"5,266,112"
finance/quotes.nasdaq.com/lnc.html,$ 17.75,,$ 18.77,$ 17.20,"8,809,006"
finance/quotes.nasdaq.com/lltc.html,$ 23.58,$ 23.63,$ 23.80,$ 23.03,"3,893,778"
finance/quotes.nasdaq.com/liz.html,$ 4.63,,$ 4.99,$ 4.54,"1,680,533"
finance/quotes.nasdaq.com/lmt.html,$ 82.77,,$ 82.88,$ 81.61,"2,313,572"
finance/quotes.nasdaq.com/lpx.html,$ 4.42,,$ 4.42,$ 4.18,"1,445,798"
finance/quotes.nasdaq.com/low.html,$ 19.85,,$ 19.93,$ 19.54,"11,532,373"
finance/quotes.nasdaq.com/mar.html,$ 24.01,,$ 24.20,$ 23.63,"3,268,928"
finance/quotes.nasdaq.com/mmc.html,$ 20.64,,$ 20.66,$ 20.30,"2,734,397"
finance/quotes.nasdaq.com/mso.html,$ 3.27,,$ 3.33,$ 3.21,"117,394"
finance/quotes.nasdaq.com/mas.html,$ 9.93,,$ 10.06,$ 9.64,"3,661,376"
finance/quotes.nasdaq.com/mat.html,$ 16.28,,$ 16.43,$ 16,"1,720,513"
finance/quotes.nasdaq.com/mxim.html,$ 16.51,$ 16.49,$ 16.62,$ 16.26,"4,515,517"
finance/quotes.nasdaq.com/may.html,$ 6.51,,$ 6.59,$ 6.51,"4,980"
finance/quotes.nasdaq.com/mbi.html,$ 5.85,,$ 5.95,$ 5.71,"2,975,241"
finance/quotes.nasdaq.com/mdr.html,$ 23.28,,$ 23.828,$ 23.0619,"2,842,631"
finance/quotes.nasdaq.com/mcd.html,$ 58.36,,$ 58.48,$ 57.50,"7,063,106"
finance/quotes.nasdaq.com/mhp.html,$ 31.99,,$ 31.99,$ 31.32,"1,314,991"
finance/quotes.nasdaq.com/mck.html,$ 42.98,,$ 43.16,$ 42.24,"2,482,313"
finance/quotes.nasdaq.com/medx.html,$ 7.28,$ 7.21,$ 7.39,$ 7.21,"1,305,007"
finance/quotes.nasdaq.com/mdt.html,$ 33.62,,$ 33.825,$ 33.23,"6,295,951"
finance/quotes.nasdaq.com/mrk.html,$ 26.08,,$ 27.07,$ 25.68,"29,773,101"
finance/quotes.nasdaq.com/mdp.html,$ 28.20,,$ 28.47,$ 27.33,"307,894"
