url,NUMBER : shirt_number,STRING : position,STRING : club,STRING : birthplace
soccer/www.teamtalk.com/2483_96813.html,25,Midfielder,Celtic,"Kanagawa, Japan"
soccer/www.teamtalk.com/2483_64071.html,19,Midfielder,Villarreal,"São Paulo,Brazil"
soccer/www.teamtalk.com/2483_8874.html,1,Goalkeeper,Watford,"Tallinn, Estonia"
soccer/www.teamtalk.com/1779_92670.html,9,Striker,Middlesbrough,"Cairo,Egypt"
soccer/www.teamtalk.com/2483_8593.html,2,Defender,West Ham United,"Sydney,Australia"
soccer/www.teamtalk.com/1808_94204.html,25,Striker,West Ham United,Spain
soccer/www.teamtalk.com/2483_90049.html,9,Striker,Liverpool,"Madrid, Spain"
soccer/www.teamtalk.com/1846_9203.html,3,Defender,Leyton Orient,"Islington, England"
soccer/www.teamtalk.com/1800_8142.html,6,Midfielder,Preston North End,"Bury,England"
soccer/www.teamtalk.com/1792_32842.html,27,Midfielder,Derby County,"Lanark,Scotland"
soccer/www.teamtalk.com/2483_97170.html,4,Attacking Midfielder,Internacional,"Montevideo, Uruguay"
soccer/www.teamtalk.com/1858_31582.html,15,Defender,Swansea City,Trinidad
soccer/www.teamtalk.com/1860_165265.html,,Defender,Yeovil Town,
soccer/www.teamtalk.com/2483_100292.html,16,Midfielder,Hull City,"Szombathely,Hungary"
soccer/www.teamtalk.com/1843_73752.html,14,Striker,Darlington,"Hitchin, England"
soccer/www.teamtalk.com/1842_168273.html,27,Defender,Chester City,
soccer/www.teamtalk.com/1802_139209.html,32,Goalkeeper,Reading,"Nowra,Australia"
soccer/www.teamtalk.com/2483_6570.html,6,Midfielder,Aston Villa,"Hastings, England"
soccer/www.teamtalk.com/2483_150724.html,17,Midfielder,Celtic,"Girona,Spain"
soccer/www.teamtalk.com/1908_8835.html,23,Midfielder,AC Milan,"Leytonstone, England"
soccer/www.teamtalk.com/1839_29422.html,2,Defender,Bury,"Wakefield, England"
soccer/www.teamtalk.com/1860_7589.html,3,Defender,Yeovil Town,"Rhondda, Wales"
soccer/www.teamtalk.com/1814_8422.html,7,Midfielder,Bournemouth,"Spelthorne, England"
soccer/www.teamtalk.com/2483_8844.html,18,Midfielder,Everton,"Bury, Lancashire,England"
soccer/www.teamtalk.com/12247_7469.html,18,Striker,Dagenham & Redbridge,"Edgware, England"
soccer/www.teamtalk.com/1818_155502.html,20,Attacking Midfielder,Chesterfield,"Chesterfield, England"
soccer/www.teamtalk.com/1771_9013.html,8,Striker,Crystal Palace,"Bury St Edmunds, England"
soccer/www.teamtalk.com/2483_92144.html,5,Midfielder,Chelsea,"Accra,Ghana"
soccer/www.teamtalk.com/5649_147710.html,24,Striker,Falkirk,Glasgow
soccer/www.teamtalk.com/1806_7712.html,7,Midfielder,Sunderland,"Diego Martin,Trinidad & T"
soccer/www.teamtalk.com/1812_152606.html,22,Defender,Barnsley,"Barnsley, England"
soccer/www.teamtalk.com/2483_8726.html,9,Striker,Fulham,"Barking-London,England"
soccer/www.teamtalk.com/1873_99312.html,30,Midfielder,Rangers,"Guimaraes,Portugal"
soccer/www.teamtalk.com/2483_8925.html,22,Defender,Manchester City,"Dublin,Ireland"
soccer/www.teamtalk.com/1800_81963.html,33,Striker,Preston North End,"Sheffield,England"
soccer/www.teamtalk.com/2483_15875.html,7,Striker,Liverpool,"Dublin,Republic of Ireland"
soccer/www.teamtalk.com/2483_103113.html,19,Midfielder,Portsmouth,"Zagreb, Croatia"
soccer/www.teamtalk.com/2483_6596.html,17,Midfielder,Blackburn Rovers,"Dublin, Ireland"
soccer/www.teamtalk.com/1783_123702.html,27,Midfielder,Unassigned Players,"San Sebastián,Spain"
soccer/www.teamtalk.com/2483_98621.html,7,Attacking Midfielder,Aston Villa,"Stevenage,England"
soccer/www.teamtalk.com/1790_38821.html,25,Striker,Hartlepool United,"Stranraer, Scotland"
soccer/www.teamtalk.com/1776_9135.html,8,Midfielder,Liverpool,"Whiston,England"
soccer/www.teamtalk.com/2483_99309.html,6,Defender,Chelsea,"Amarante,Portugal"
soccer/www.teamtalk.com/1863_150901.html,51,Striker,Celtic,
soccer/www.teamtalk.com/1825_72969.html,7,Attacking Midfielder,Milton Keynes Dons,"Wolverhampton, England"
soccer/www.teamtalk.com/2483_9192.html,8,Attacking Midfielder,Manchester City,"Greenwich-London,England"
soccer/www.teamtalk.com/2483_7024.html,7,Striker,Barcelona,"Reykjavik,Iceland"
soccer/www.teamtalk.com/1817_7667.html,6,Defender,Bristol City,Scottish
soccer/www.teamtalk.com/1817_111435.html,2,Midfielder,Bristol City,"Liverpool, England"
soccer/www.teamtalk.com/2483_23088.html,8,Midfielder,Ipswich Town,"San Sebastian,Spain"
soccer/www.teamtalk.com/8547_7782.html,29,Defender,St Mirren,Falkirk
soccer/www.teamtalk.com/1784_83047.html,5,Midfielder,Tottenham Hotspur,"Peterborough, England"
soccer/www.teamtalk.com/2483_75608.html,3,Defender,Blackburn Rovers,"Ormskirk,England"
soccer/www.teamtalk.com/1808_7228.html,26,Midfielder,West Ham United,"London, England"
soccer/www.teamtalk.com/2483_144044.html,8,Midfielder,Everton,"San Lorenzo, Esmeraldas, Ecuador"
soccer/www.teamtalk.com/1792_144696.html,24,Defender,Derby County,"London, England"
soccer/www.teamtalk.com/2483_97513.html,10,Striker,Inter Milan,"Rio de Janeiro, Brazil"
soccer/www.teamtalk.com/1873_146326.html,37,Striker,Rangers,
soccer/www.teamtalk.com/1813_42001.html,12,Striker,Blackpool,"Liverpool, England"
soccer/www.teamtalk.com/2483_97103.html,80,Striker,AC Milan,"Porto Alegre, Brazil"
soccer/www.teamtalk.com/1843_72935.html,12,Defender,Darlington,"Wrexham, Wales"
soccer/www.teamtalk.com/1844_8437.html,6,Defender,Grimsby Town,"Stockton, England"
soccer/www.teamtalk.com/1859_3728.html,15,Midfielder,Wycombe Wanderers,"Irvine, Scotland"
soccer/www.teamtalk.com/1839_156615.html,6,Defender,Bury,
soccer/www.teamtalk.com/2483_151496.html,88,Midfielder,Udinese,"Olten, Switzerland"
soccer/www.teamtalk.com/2483_123984.html,30,Utility,Unassigned Players,
soccer/www.teamtalk.com/1873_151566.html,37,Defender,Hamilton Academical,"Glasgow, Scotland"
soccer/www.teamtalk.com/1768_6616.html,5,Defender,Birmingham City,"Ashington, England"
soccer/www.teamtalk.com/1785_149553.html,50,Striker,West Bromwich Albion,"London, England"
soccer/www.teamtalk.com/2483_94828.html,25,Striker,Arsenal,"Lome,Togo"
soccer/www.teamtalk.com/2483_97163.html,9,Striker,Newcastle United,"Lagos,Nigeria"
soccer/www.teamtalk.com/1779_127839.html,3,Defender,Middlesbrough,"Hartlepool,England"
soccer/www.teamtalk.com/1800_7340.html,5,Defender,Preston North End,"Caen,France"
soccer/www.teamtalk.com/2483_147259.html,31,Goalkeeper,Wolverhampton Wanderers,"Anglesley, Wales"
soccer/www.teamtalk.com/982_10065.html,4,Midfielder,Leeds United,"Monaghan, Ireland"
soccer/www.teamtalk.com/2483_6709.html,30,Striker,Blackburn Rovers,"London,England"
soccer/www.teamtalk.com/1850_155196.html,20,Midfielder,Northampton Town,
soccer/www.teamtalk.com/1773_8862.html,8,Midfielder,Chelsea,"Romford-London,England"
soccer/www.teamtalk.com/1855_8889.html,17,Midfielder,Scunthorpe United,"Belfast, Northern Ireland"
soccer/www.teamtalk.com/2483_100413.html,20,Midfielder,Inter Milan,"Konongo, Ghana"
soccer/www.teamtalk.com/1779_158602.html,32,Goalkeeper,Middlesbrough,
soccer/www.teamtalk.com/1785_150200.html,32,Midfielder,West Bromwich Albion,"Manchester,England"
soccer/www.teamtalk.com/1863_18473.html,24,Defender,Celtic,"Paris, France"
soccer/www.teamtalk.com/1775_86541.html,34,Defender,Fulham,"Rasharkin,N. Ireland"
soccer/www.teamtalk.com/1800_4847.html,10,Midfielder,Preston North End,"Dumfries,Scotland"
soccer/www.teamtalk.com/1784_146948.html,22,Defender,Tottenham Hotspur,"Derventa-SFR, Croatia"
soccer/www.teamtalk.com/1778_144290.html,8,Attacking Midfielder,Manchester United,"Porto Allegre,Brazil"
soccer/www.teamtalk.com/1843_7915.html,5,Defender,Darlington,"Mansfield, England"
soccer/www.teamtalk.com/1863_160237.html,0,Midfielder,Celtic,
soccer/www.teamtalk.com/1807_22601.html,19,Striker,Blackpool,"Lambeth, England"
soccer/www.teamtalk.com/1804_6600.html,11,Midfielder,Blackpool,"Birmingham,England"
soccer/www.teamtalk.com/1768_3864.html,16,Striker,Birmingham City,"Glasgow, Scotland"
soccer/www.teamtalk.com/1815_87209.html,11,Striker,Bradford City,"Leicester, England"
soccer/www.teamtalk.com/2483_47443.html,10,Striker,Tottenham Hotspur,"London, England"
soccer/www.teamtalk.com/1807_7292.html,25,Midfielder,Watford,"Glasgow,Scotland"
soccer/www.teamtalk.com/1798_164543.html,25,Midfielder,Nottingham Forest,
soccer/www.teamtalk.com/1789_3878.html,4,Midfielder,Cardiff City,"Aberdeen,Scotland"
soccer/www.teamtalk.com/1873_116428.html,18,Striker,Rangers,"Irvine, Scotland"
soccer/www.teamtalk.com/1771_169768.html,43,Defender,Crystal Palace,
soccer/www.teamtalk.com/1872_150950.html,19,Striker,Motherwell,Dublin
soccer/www.teamtalk.com/1809_32003.html,10,Midfielder,Wigan Athletic,"Wrexham, Wales"
soccer/www.teamtalk.com/2483_148250.html,25,Midfielder,Everton,Etterbeek
soccer/www.teamtalk.com/5649_147493.html,,Midfielder,Sunderland,"Manacor, Mallorca"
soccer/www.teamtalk.com/2483_92742.html,25,Defender,Stoke City,"Dakar, Senegal"
soccer/www.teamtalk.com/1773_92088.html,13,Midfielder,Chelsea,"Gorlitz,Germany"
soccer/www.teamtalk.com/5636_7452.html,18,Goalkeeper,Barnet FC,"Billericay, England"
soccer/www.teamtalk.com/2483_128666.html,37,Defender,Liverpool,"Handlova,Slovakia"
soccer/www.teamtalk.com/1867_159018.html,58,Defender,Hearts,
soccer/www.teamtalk.com/1783_100207.html,9,Striker,Watford,"Szczecin,Poland"
soccer/www.teamtalk.com/2483_9080.html,9,Striker,Birmingham City,"Hitchin, England"
soccer/www.teamtalk.com/1841_8093.html,8,Midfielder,Cheltenham Town,"Wakefield,England"
soccer/www.teamtalk.com/2483_124329.html,26,Defender,Manchester City,"Rishon Lezion,Israel"
soccer/www.teamtalk.com/5649_3695.html,7,Midfielder,Falkirk,"Greenock,Scotland"
soccer/www.teamtalk.com/1857_171318.html,41,Midfielder,Southend United,
soccer/www.teamtalk.com/2483_149550.html,30,Defender,Portsmouth,"Paris,France"
soccer/www.teamtalk.com/1806_22108.html,20,Midfielder,Sunderland,"Dublin,Ireland"
soccer/www.teamtalk.com/1806_9105.html,3,Defender,Sunderland,"Belfast, Northern Ireland"
soccer/www.teamtalk.com/1834_6819.html,1,Goalkeeper,Walsall,"Arima, Trinidad and Tobago"
soccer/www.teamtalk.com/1784_96934.html,21,Goalkeeper,Tottenham Hotspur,Caceres
soccer/www.teamtalk.com/1778_8837.html,18,Midfielder,Manchester United,"Salford,England"
soccer/www.teamtalk.com/1860_8272.html,14,Utility,Yeovil Town,"Norwich, England"
soccer/www.teamtalk.com/1818_137169.html,2,Defender,Notts County,"Droylsden, England"
soccer/www.teamtalk.com/1916_39141.html,7,Midfielder,Peterborough United,"Chatham, England"
soccer/www.teamtalk.com/1825_8571.html,12,Goalkeeper,Milton Keynes Dons,"Saint-Claude, France"
soccer/www.teamtalk.com/1820_7373.html,12,Striker,Doncaster Rovers,"Newport, Isle of Wight"
soccer/www.teamtalk.com/1782_8368.html,21,Goalkeeper,Portsmouth,"Reading,England"
soccer/www.teamtalk.com/2483_9096.html,20,Midfielder,Middlesbrough,"Buenos Aires,Argentina"
soccer/www.teamtalk.com/1820_8023.html,23,Midfielder,Doncaster Rovers,Pontypridd
soccer/www.teamtalk.com/2483_17946.html,23,Striker,Sunderland,"Downpatrick, N.Ireland"
soccer/www.teamtalk.com/1806_130961.html,17,Striker,Sunderland,"Point Fortin,Trinidad & T"
soccer/www.teamtalk.com/2483_6564.html,14,Midfielder,Inter Milan,"Dakar, Senegal"
soccer/www.teamtalk.com/1916_9035.html,25,Midfielder,Fulham,"Haverfordwest, Wales"
soccer/www.teamtalk.com/1806_7157.html,5,Defender,Sunderland,"London,England"
soccer/www.teamtalk.com/2483_156601.html,5,Midfielder,Wigan Athletic,"La Ceiba, Honduras"
soccer/www.teamtalk.com/2483_141141.html,28,Midfielder,West Bromwich Albion,"Madrid, Spain"
soccer/www.teamtalk.com/1873_116088.html,11,Midfielder,Rangers,"Dundee, Scotland"
soccer/www.teamtalk.com/1790_125067.html,6,Defender,Coventry City,
soccer/www.teamtalk.com/1816_8870.html,7,Midfielder,Brentford,"Ascot, England"
soccer/www.teamtalk.com/1797_7309.html,20,Striker,Millwall,"Greenford, England"
soccer/www.teamtalk.com/982_105213.html,23,Striker,Leeds United,"Glasgow, Scotland"
soccer/www.teamtalk.com/1855_162810.html,21,Defender,Scunthorpe United,
soccer/www.teamtalk.com/1870_60281.html,13,Goalkeeper,Kilmarnock,South Africa
soccer/www.teamtalk.com/2483_126541.html,4,Defender,Fulham,"Berekum,Ghana"
soccer/www.teamtalk.com/2483_7078.html,15,Defender,Espanyol,"Limerick,Rep. of Ireland"
soccer/www.teamtalk.com/1780_134245.html,19,Striker,Newcastle United,"Mallorca, Spain"
soccer/www.teamtalk.com/1784_147692.html,16,Defender,Tottenham Hotspur,"Newport, Wales"
soccer/www.teamtalk.com/1812_6792.html,7,Striker,Barnsley,"Edinburgh, Scotland"
soccer/www.teamtalk.com/1851_8110.html,3,Defender,Notts County,"Lincoln, England"
soccer/www.teamtalk.com/1794_6971.html,20,Striker,Ipswich Town,"Hackney,England"
soccer/www.teamtalk.com/2483_98991.html,10,Striker,Aston Villa,"Lorenskog,Norway"
soccer/www.teamtalk.com/2483_94747.html,17,Striker,NEC Nijmegen,"Zwandru, Liberia (represents Holland)"
soccer/www.teamtalk.com/2483_97101.html,17,Striker,Inter Milan,"Lisbon,Portugal"
soccer/www.teamtalk.com/1914_8082.html,19,Striker,Wolverhampton Wanderers,"Coatbridge,Scotland"
soccer/www.teamtalk.com/2483_92090.html,4,Midfielder,Manchester United,"Calgary,Canada"
soccer/www.teamtalk.com/1855_166429.html,26,Defender,Scunthorpe United,
soccer/www.teamtalk.com/1831_20270.html,13,Goalkeeper,Swindon Town,
soccer/www.teamtalk.com/1822_8932.html,9,Striker,Huddersfield Town,"Cleckheaton, England"
soccer/www.teamtalk.com/2483_94592.html,7,Attacking Midfielder,Manchester United,"Funchal-Madeira,Portugal"
soccer/www.teamtalk.com/1873_72264.html,21,Defender,Rangers,"Irvine, Scotland"
soccer/www.teamtalk.com/1805_77687.html,21,Defender,Stoke City,"Stockton-on-Tees, England"
soccer/www.teamtalk.com/1797_6997.html,3,Defender,Millwall,"Wimbledon, England"
soccer/www.teamtalk.com/1842_157213.html,33,Midfielder,Chester City,"Birkenhead, England"
soccer/www.teamtalk.com/1824_128548.html,19,Striker,Luton Town,"Barnsley, England"
soccer/www.teamtalk.com/1841_82722.html,4,Defender,Cheltenham Town,"Northen,Ireland"
soccer/www.teamtalk.com/1807_10476.html,5,Defender,Sheffield United,"Dewsbury,England"
soccer/www.teamtalk.com/1806_8545.html,6,Midfielder,Sunderland,Abingdon
soccer/www.teamtalk.com/1872_163440.html,44,Striker,Motherwell,
soccer/www.teamtalk.com/1867_133367.html,2,Defender,Hearts,"Edinburgh, Scotland"
soccer/www.teamtalk.com/2483_139234.html,2,Defender,Manchester City,"Birmingham,England"
soccer/www.teamtalk.com/1784_66442.html,20,Defender,Tottenham Hotspur,"Northallerton,England"
soccer/www.teamtalk.com/8534_6762.html,16,Midfielder,Accrington Stanley,"Bury, England"
soccer/www.teamtalk.com/1831_73255.html,10,Attacking Midfielder,Swindon Town,"Glasgow, Scotland"
soccer/www.teamtalk.com/2483_130961.html,17,Striker,Sunderland,"Point Fortin,Trinidad & T"
soccer/www.teamtalk.com/1812_58605.html,9,Striker,Barnsley,"Ibadan, Nigeria"
soccer/www.teamtalk.com/2483_8833.html,18,Defender,Arsenal,"Chambray-Les-Tours,France"
soccer/www.teamtalk.com/1800_87281.html,4,Midfielder,Preston North End,"Accrington,England"
soccer/www.teamtalk.com/1870_144377.html,48,Striker,Kilmarnock,n/a
soccer/www.teamtalk.com/2483_94204.html,25,Striker,West Ham United,Spain
soccer/www.teamtalk.com/1773_7109.html,26,Defender,Chelsea,"Barking-London,England"
soccer/www.teamtalk.com/1800_8260.html,7,Midfielder,Preston North End,"Sheffield,England"
soccer/www.teamtalk.com/2483_9223.html,18,Defender,Fulham,"Cookstown, Nthrn Ireland"
soccer/www.teamtalk.com/1766_100246.html,9,Striker,Arsenal,"Rio De Janeiro,Brazil"
soccer/www.teamtalk.com/2483_3864.html,16,Striker,Birmingham City,"Glasgow, Scotland"
soccer/www.teamtalk.com/2483_140808.html,26,Striker,Arsenal,"Copenhagen,Denmark"
soccer/www.teamtalk.com/1789_66725.html,17,Midfielder,Cardiff City,"Glasgow, Scotland"
soccer/www.teamtalk.com/1807_6648.html,,Midfielder,Unassigned Players,"Wandsworth,England"
soccer/www.teamtalk.com/1799_164550.html,21,Defender,Plymouth Argyle,
soccer/www.teamtalk.com/2483_11671.html,23,Striker,Newcastle United,"Zaria, Nigeria"
soccer/www.teamtalk.com/1805_94543.html,14,Midfielder,Stoke City,"Dakar,Senegal"
soccer/www.teamtalk.com/1826_118019.html,12,Defender,Oldham Athletic,"Bury, England"
soccer/www.teamtalk.com/1865_133272.html,13,Goalkeeper,Dundee United,Kilmarnock
soccer/www.teamtalk.com/1914_72264.html,21,Defender,Rangers,"Irvine, Scotland"
soccer/www.teamtalk.com/1843_73718.html,11,Midfielder,Darlington,"Leicester, England"
soccer/www.teamtalk.com/1808_6551.html,15,Defender,West Ham United,"Hartismere, England"
soccer/www.teamtalk.com/1790_7011.html,14,Striker,Coventry City,"Croydon, England"
soccer/www.teamtalk.com/1814_80327.html,3,Defender,Bournemouth,"Hornchurch, England"
soccer/www.teamtalk.com/1813_13621.html,21,Goalkeeper,Shrewsbury Town,"Rochdale, England"
soccer/www.teamtalk.com/1807_149843.html,30,Defender,Watford,England
soccer/www.teamtalk.com/1813_6575.html,27,Striker,Blackpool,"Buxton, England"
soccer/www.teamtalk.com/2483_8831.html,2,Defender,Manchester United,"Bury,England"
soccer/www.teamtalk.com/1785_9113.html,8,Midfielder,West Bromwich Albion,"Scarborough,England"
soccer/www.teamtalk.com/1843_50042.html,22,Striker,Darlington,"Dublin, Ireland"
soccer/www.teamtalk.com/1824_8276.html,17,Midfielder,Luton Town,"Hackney, England"
soccer/www.teamtalk.com/1798_85705.html,5,Defender,Nottingham Forest,
soccer/www.teamtalk.com/1785_99226.html,19,Goalkeeper,West Bromwich Albion,"Whitehaven, England"
soccer/www.teamtalk.com/1830_149867.html,17,Midfielder,Stockport County,"Dublin, Ireland"
soccer/www.teamtalk.com/1782_6529.html,27,Striker,Portsmouth,"Owerri, Nigeria"
soccer/www.teamtalk.com/8547_3712.html,3,Striker,St Mirren,Paisley
soccer/www.teamtalk.com/1825_87211.html,3,Defender,Milton Keynes Dons,"Kingston upon Thames, England"
soccer/www.teamtalk.com/2483_94259.html,20,Midfielder,Atletico Madrid,"Constantim,Portugal"
soccer/www.teamtalk.com/1792_162875.html,,Striker,Derby County,
soccer/www.teamtalk.com/1843_163017.html,25,Striker,Darlington,
soccer/www.teamtalk.com/1805_8618.html,5,Defender,Stoke City,"Southwark,England"
soccer/www.teamtalk.com/2483_141604.html,32,Striker,Manchester United,"Buenos Aires,Argentina"
soccer/www.teamtalk.com/1799_164551.html,27,Defender,Plymouth Argyle,
soccer/www.teamtalk.com/2483_8717.html,9,Striker,Portsmouth,"Macclesfield, England"
soccer/www.teamtalk.com/1809_8979.html,19,Defender,Wigan Athletic,"Ipswich,England"
soccer/www.teamtalk.com/1813_128161.html,14,Midfielder,Blackpool,"Stoke-on-Trent, England"
soccer/www.teamtalk.com/1844_130781.html,27,Attacking Midfielder,Grimsby Town,Toulouse
soccer/www.teamtalk.com/1869_3621.html,14,Defender,Inverness Caledonian Thistle,"Inverness,Scotland"
soccer/www.teamtalk.com/1823_77727.html,7,Striker,Hull City,"Birmingham,England"
soccer/www.teamtalk.com/1805_7846.html,7,Midfielder,Stoke City,"Retford,England"
soccer/www.teamtalk.com/1870_103400.html,16,Midfielder,Kilmarnock,"Irvine, scotland"
soccer/www.teamtalk.com/1788_24523.html,18,Midfielder,Burnley,"Dublin,Ireland"
soccer/www.teamtalk.com/2483_3633.html,19,Midfielder,Aston Villa,"Montana,Bulgaria"
soccer/www.teamtalk.com/1846_7385.html,2,Defender,Leyton Orient,"Ilford, England"
soccer/www.teamtalk.com/1873_152585.html,34,Midfielder,Rangers,
soccer/www.teamtalk.com/2483_97555.html,7,Striker,Valencia,"Langreo-Gijón,Spain"
soccer/www.teamtalk.com/1785_6968.html,1,Goalkeeper,West Bromwich Albion,"Salford,Ireland"
soccer/www.teamtalk.com/1823_92761.html,25,Striker,Hull City,Libreville
soccer/www.teamtalk.com/2483_153302.html,39,Striker,Tottenham Hotspur,"Huddersfield, England"
soccer/www.teamtalk.com/1807_7068.html,15,Defender,Watford,"Maidstone,England"
soccer/www.teamtalk.com/1824_18485.html,27,Striker,Luton Town,"Edmonton, England"
soccer/www.teamtalk.com/1869_3627.html,2,Defender,Inverness Caledonian Thistle,Aberdeen
soccer/www.teamtalk.com/1790_144755.html,20,Defender,Coventry City,
soccer/www.teamtalk.com/1844_8451.html,14,Midfielder,Grimsby Town,"Derby, England"
soccer/www.teamtalk.com/1794_74376.html,19,Striker,Ipswich Town,"Birkenhead, England"
soccer/www.teamtalk.com/2483_83047.html,5,Midfielder,Tottenham Hotspur,"Peterborough, England"
soccer/www.teamtalk.com/1826_6696.html,9,Striker,Oldham Athletic,"Smethwick, England"
soccer/www.teamtalk.com/1824_7825.html,8,Midfielder,Luton Town,"Newham, England"
soccer/www.teamtalk.com/1820_6806.html,3,Defender,Doncaster Rovers,Wrexham
soccer/www.teamtalk.com/2483_125657.html,10,Midfielder,Reading,"County Laois,Rep.Ireland"
soccer/www.teamtalk.com/1785_82927.html,16,Striker,West Bromwich Albion,"Birmingham, England"
soccer/www.teamtalk.com/1873_47340.html,10,Striker,Rangers,Ferrol
soccer/www.teamtalk.com/1855_51010.html,30,Striker,Scunthorpe United,"Gravesend, England"
soccer/www.teamtalk.com/2483_7712.html,7,Midfielder,Sunderland,"Diego Martin,Trinidad & T"
soccer/www.teamtalk.com/1808_165145.html,34,Goalkeeper,West Ham United,Czech Republic
soccer/www.teamtalk.com/1802_150965.html,26,Defender,Southampton,"Oxford, England"
soccer/www.teamtalk.com/1796_131321.html,10,Striker,Blackpool,"London, England"
soccer/www.teamtalk.com/1846_46504.html,10,Midfielder,Leyton Orient,"Drogheda, Ireland"
soccer/www.teamtalk.com/1768_131104.html,16,Striker,Birmingham City,"Bath,England"
soccer/www.teamtalk.com/1867_170683.html,63,Defender,Hearts,
soccer/www.teamtalk.com/1836_8008.html,3,Defender,Morecambe,"Birkenhead, England"
soccer/www.teamtalk.com/1872_3733.html,20,Goalkeeper,Motherwell,Kilmarnock
soccer/www.teamtalk.com/1802_25721.html,15,Midfielder,Reading,"Chelmsford,England"
soccer/www.teamtalk.com/1775_126541.html,4,Defender,Fulham,"Berekum,Ghana"
soccer/www.teamtalk.com/1839_155707.html,19,Midfielder,Bury,"Ashton-under-Lyne, England"
soccer/www.teamtalk.com/1838_166956.html,,Utility,Bristol Rovers,
soccer/www.teamtalk.com/1856_109021.html,3,Defender,Shrewsbury Town,"Liverpool, England"
soccer/www.teamtalk.com/1858_82392.html,7,Midfielder,Swansea City,
soccer/www.teamtalk.com/1817_87481.html,25,Midfielder,Bristol City,
soccer/www.teamtalk.com/8547_136602.html,21,Goalkeeper,St Mirren,"Southwark,England"
soccer/www.teamtalk.com/1844_8327.html,11,Midfielder,Grimsby Town,"Bradford, England"
soccer/www.teamtalk.com/1770_6674.html,22,Goalkeeper,Bolton Wanderers,"Mikkeli,Finland"
soccer/www.teamtalk.com/1850_8367.html,11,Defender,Northampton Town,"Stockport, England"
